,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,6375円,105分,108.1%,1460件
1,1500-1549,6008円,104分,107.7%,1445件
2,1550-1599,6066円,99分,108.1%,1348件
3,1600-1649,6178円,98分,108.4%,1284件
4,1650-1699,6656円,96分,109.3%,1324件
5,1700-1749,6781円,91分,109.9%,1254件
6,1750-1799,6842円,89分,110.2%,1272件
7,1800-1849,6999円,87分,110.8%,1245件
8,1850-1899,6878円,84分,110.9%,1188件
9,1900-1949,7398円,80分,112.3%,1139件
10,1950-1999,7275円,76分,112.8%,1180件
11,2000-2049,6917円,72分,112.9%,1112件
12,2050-2099,6814円,67分,113.5%,1071件
13,2100-2149,7455円,64分,115.5%,1049件
14,2150-2199,7529円,61分,116.3%,1005件
15,2200-2249,7372円,58分,117%,977件
16,2250-2299,7474円,54分,118.3%,988件
17,2300-2349,7701円,51分,120.2%,967件
18,2350-2399,7773円,48分,121.7%,940件
19,2400-2449,7922円,46分,122.7%,877件
20,2450-2499,8638円,44分,126.1%,873件
21,2500-2549,8730円,43分,126.9%,852件
22,2550-2599,9110円,42分,128.9%,810件
23,2600-2649,9657円,39分,132.7%,847件
24,2650-2699,10217円,38分,136%,779件
25,2700-2749,10179円,38分,136%,655件
