,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-1029円,151分,99.1%,1943件
1,400-449,-1314円,151分,98.8%,2504件
2,450-499,-968円,149分,99.1%,2280件
3,500-549,-551円,146分,99.5%,2086件
4,550-599,-464円,145分,99.6%,1787件
5,600-649,-399円,144分,99.6%,1634件
6,650-699,-606円,143分,99.4%,1513件
7,700-749,-13円,138分,100%,1465件
8,750-799,-230円,138分,99.8%,1297件
9,800-849,156円,136分,100.2%,1277件
10,850-899,682円,132分,100.7%,1145件
11,900-949,1112円,130分,101.1%,1098件
12,950-999,495円,128分,100.5%,1979件
13,1000-1049,385円,127分,100.4%,1105件
14,1050-1099,977円,122分,101.1%,1193件
15,1100-1149,1027円,122分,101.1%,1013件
16,1150-1199,1472円,119分,101.7%,938件
17,1200-1249,1499円,115分,101.7%,896件
18,1250-1299,1706円,115分,102%,915件
19,1300-1349,1448円,111分,101.7%,816件
20,1350-1399,1991円,109分,102.4%,792件
21,1400-1449,2990円,106分,103.8%,738件
22,1450-1499,2482円,104分,103.2%,759件
23,1500-1549,2623円,100分,103.5%,782件
24,1550-1599,2653円,97分,103.7%,752件
25,1600-1649,3045円,94分,104.3%,733件
26,1650-1699,3750円,91分,105.5%,705件
27,1700-1749,4001円,89分,106%,689件
28,1750-1799,3571円,87分,105.5%,612件
29,1800-1849,3983円,82分,106.5%,641件
30,1850-1899,4587円,82分,107.5%,611件
31,1900-1949,4309円,76分,107.6%,597件
32,1950-1999,4668円,74分,108.4%,562件
33,2000-2049,4447円,70分,108.5%,551件
34,2050-2099,5384円,65分,111%,564件
35,2100-2149,5567円,62分,111.9%,559件
36,2150-2199,4738円,58分,110.9%,553件
37,2200-2249,5573円,56分,113.3%,525件
38,2250-2299,5595円,54分,113.9%,517件
39,2300-2349,6017円,49分,116.3%,529件
40,2350-2399,5660円,47分,115.9%,439件
41,2400-2449,5951円,46分,117.4%,486件
42,2450-2499,6721円,44分,120.3%,453件
43,2500-2549,7245円,42分,123.1%,449件
44,2550-2599,7839円,41分,125.7%,417件
45,2600-2649,7619円,39分,126.3%,444件
46,2650-2699,8520円,37分,130.9%,368件
47,2700-2749,9439円,34分,136.9%,388件
48,2750-2799,10064円,31分,142.9%,366件
49,2800-2849,10766円,29分,148.8%,327件
50,2850-2899,11967円,26分,160.6%,243件
51,2900-2949,12856円,22分,177.2%,189件
