,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-607円,160分,99.5%,6180件
1,300-349,-486円,155分,99.6%,4226件
2,350-399,-320円,152分,99.7%,3453件
3,400-449,-105円,152分,99.9%,2969件
4,450-499,180円,152分,100.2%,2878件
5,500-549,247円,147分,100.2%,2721件
6,550-599,153円,147分,100.1%,2711件
7,600-649,522円,142分,100.5%,2626件
8,650-699,462円,141分,100.4%,2628件
9,700-749,487円,139分,100.5%,2614件
10,750-799,849円,138分,100.8%,2619件
11,800-849,963円,135分,100.9%,2447件
12,850-899,1014円,132分,101%,2722件
13,900-949,1248円,131分,101.3%,2784件
14,950-999,1578円,128分,101.6%,2668件
15,1000-1049,1861円,125分,102%,2579件
16,1050-1099,1763円,124分,101.9%,2458件
17,1100-1149,1479円,123分,101.6%,2449件
18,1150-1199,2022円,119分,102.3%,2307件
19,1200-1249,2224円,115分,102.6%,2250件
20,1250-1299,2249円,114分,102.6%,2137件
21,1300-1349,2465円,111分,102.9%,2100件
22,1350-1399,2687円,108分,103.3%,2093件
23,1400-1449,2497円,106分,103.1%,2079件
24,1450-1499,2751円,102分,103.6%,1951件
25,1500-1549,2987円,101分,103.9%,1882件
26,1550-1599,3430円,99分,104.6%,1949件
27,1600-1649,3621円,95分,105.1%,1820件
28,1650-1699,3748円,92分,105.4%,1841件
29,1700-1749,3810円,90分,105.7%,1845件
30,1750-1799,3557円,88分,105.4%,1704件
31,1800-1849,4270円,84分,106.8%,1645件
32,1850-1899,3960円,80分,106.6%,1663件
33,1900-1949,4199円,77分,107.3%,1623件
34,1950-1999,4107円,73分,107.5%,1516件
35,2000-2049,4825円,70分,109.2%,1554件
36,2050-2099,5166円,67分,110.3%,1482件
37,2100-2149,5062円,64分,110.6%,1458件
38,2150-2199,4976円,60分,111%,1415件
39,2200-2249,5399円,57分,112.6%,1415件
40,2250-2299,5603円,54分,113.9%,1367件
41,2300-2349,5682円,51分,114.8%,1262件
42,2350-2399,6281円,47分,117.9%,1279件
43,2400-2449,6124円,46分,117.6%,1228件
44,2450-2499,6625円,44分,119.9%,1206件
45,2500-2549,7166円,42分,122.7%,1217件
46,2550-2599,7640円,41分,124.9%,1171件
47,2600-2649,7539円,41分,124.6%,938件
