,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,105円,138分,100.1%,42件
1,750-799,1755円,136分,101.7%,56件
2,800-849,1066円,129分,101.1%,82件
3,850-899,2257円,132分,102.3%,75件
4,900-949,984円,126分,101%,83件
5,950-999,1577円,133分,101.6%,91件
6,1000-1049,818円,126分,100.9%,111件
7,1050-1099,1251円,123分,101.4%,99件
8,1100-1149,2150円,119分,102.4%,119件
9,1150-1199,2994円,114分,103.5%,145件
10,1200-1249,1778円,117分,102%,128件
11,1250-1299,2701円,116分,103.1%,160件
12,1300-1349,2624円,114分,103.1%,148件
13,1350-1399,2690円,106分,103.4%,163件
14,1400-1449,2115円,108分,102.6%,193件
15,1450-1499,3008円,104分,103.8%,180件
16,1500-1549,3284円,101分,104.3%,150件
17,1550-1599,2666円,102分,103.5%,158件
18,1600-1649,3605円,94分,105.1%,157件
19,1650-1699,3542円,94分,105%,178件
20,1700-1749,5205円,86分,108.1%,181件
21,1750-1799,2621円,87分,104%,156件
22,1800-1849,5857円,80分,109.7%,164件
23,1850-1899,5340円,79分,109%,156件
24,1900-1949,4626円,76分,108.1%,131件
25,1950-1999,4442円,72分,108.2%,137件
26,2000-2049,5198円,66分,110.4%,127件
27,2050-2099,6095円,64分,112.8%,139件
28,2100-2149,6004円,62分,112.9%,102件
29,2150-2199,6991円,58分,116%,112件
30,2200-2249,6081円,52分,115.7%,94件
31,2250-2299,6678円,52分,117.2%,100件
32,2300-2349,5810円,48分,116.3%,96件
33,2350-2399,6570円,45分,119.5%,104件
34,2400-2449,5516円,49分,115.2%,94件
35,2450-2499,7493円,41分,124.1%,87件
36,2500-2549,7554円,41分,124.5%,92件
37,2550-2599,7659円,40分,125.7%,90件
38,2600-2649,7785円,39分,126.6%,85件
39,2650-2699,8985円,34分,135.4%,69件
40,2700-2749,8871円,33分,135.4%,86件
41,2750-2799,9993円,32分,141.3%,75件
42,2800-2849,11251円,28分,154.1%,71件
43,2850-2899,11783円,25分,162.6%,52件
44,2900-2949,13256円,22分,178.6%,63件
