,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,5587円,131分,105.7%,380件
1,950-999,5422円,132分,105.5%,398件
2,1000-1049,6420円,123分,107%,414件
3,1050-1099,5682円,125分,106.1%,374件
4,1100-1149,6680円,119分,107.5%,365件
5,1150-1199,5954円,122分,106.5%,444件
6,1200-1249,6237円,115分,107.2%,429件
7,1250-1299,6459円,114分,107.6%,466件
8,1300-1349,6969円,112分,108.3%,363件
9,1350-1399,6137円,107分,107.7%,391件
10,1400-1449,6999円,108分,108.6%,327件
11,1450-1499,6645円,103分,108.6%,329件
12,1500-1549,6822円,102分,108.9%,288件
13,1550-1599,6367円,96分,108.9%,280件
14,1600-1649,7848円,94分,111.1%,285件
15,1650-1699,7343円,92分,110.7%,230件
16,1700-1749,7406円,90分,111%,256件
17,1750-1799,8395円,86分,113.1%,278件
18,1800-1849,7507円,83分,112.1%,272件
19,1850-1899,7461円,83分,112%,261件
20,1900-1949,7916円,80分,113.3%,199件
21,1950-1999,7837円,74分,114.1%,214件
22,2000-2049,8721円,70分,116.5%,202件
23,2050-2099,9262円,68分,118.2%,207件
24,2100-2149,8065円,64分,116.7%,203件
25,2150-2199,8709円,61分,119.2%,196件
26,2200-2249,8738円,54分,121.7%,191件
27,2250-2299,8659円,50分,123.3%,201件
28,2300-2349,8590円,46分,125.1%,179件
29,2350-2399,9661円,42分,130.3%,176件
30,2400-2449,9577円,42分,130.6%,158件
31,2450-2499,9078円,42分,129.1%,154件
32,2500-2549,10474円,38分,136.6%,142件
33,2550-2599,10388円,40分,134.9%,144件
34,2600-2649,11198円,38分,139.7%,138件
35,2650-2699,11323円,37分,140.7%,136件
36,2700-2749,11473円,34分,145.5%,132件
37,2750-2799,11884円,32分,149.3%,134件
38,2800-2849,12769円,30分,156.4%,112件
39,2850-2899,13577円,27分,168%,100件
40,2900-2949,14470円,24分,180.4%,122件
