,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,9494円,118分,110.7%,111件
1,1300-1349,10505円,112分,112.5%,125件
2,1350-1399,8549円,111分,110.3%,124件
3,1400-1449,6913円,108分,108.6%,150件
4,1450-1499,9600円,103分,112.4%,139件
5,1500-1549,9645円,107分,112%,151件
6,1550-1599,9437円,97分,113%,149件
7,1600-1649,10505円,91分,115.4%,155件
8,1650-1699,9961円,91分,114.6%,128件
9,1700-1749,10227円,92分,114.8%,131件
10,1750-1799,10402円,85分,116.4%,118件
11,1800-1849,9122円,83分,114.7%,126件
12,1850-1899,9649円,84分,115.3%,107件
13,1900-1949,9279円,73分,116.9%,105件
14,1950-1999,9785円,74分,117.5%,99件
15,2000-2049,9553円,71分,117.8%,111件
16,2050-2099,10011円,67分,120%,95件
17,2100-2149,11802円,62分,125.6%,79件
18,2150-2199,11814円,64分,124.6%,92件
19,2200-2249,10398円,58分,124.1%,76件
20,2250-2299,12630円,50分,133.4%,63件
21,2300-2349,9312円,50分,124.9%,62件
22,2350-2399,9178円,44分,127.6%,53件
23,2400-2449,9171円,42分,129.2%,73件
24,2450-2499,11772円,35分,144.4%,74件
25,2500-2549,11562円,36分,143.4%,67件
26,2550-2599,11295円,40分,138.1%,58件
27,2600-2649,11412円,39分,139.1%,50件
28,2650-2699,13118円,34分,151.2%,55件
29,2700-2749,12463円,33分,150.5%,56件
30,2750-2799,13955円,31分,159.5%,47件
31,2800-2849,13751円,29分,163.9%,57件
32,2850-2899,14150円,25分,174.3%,49件
33,2900-2949,14027円,23分,179.9%,36件
