,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-635円,156分,99.5%,4939件
1,350-399,-614円,155分,99.5%,4558件
2,400-449,-484円,152分,99.6%,4320件
3,450-499,-267円,150分,99.8%,3944件
4,500-549,-169円,149分,99.8%,3785件
5,550-599,262円,146分,100.2%,3537件
6,600-649,351円,145分,100.3%,3332件
7,650-699,393円,142分,100.4%,6169件
8,700-749,359円,142分,100.3%,3485件
9,750-799,371円,140分,100.4%,3527件
10,800-849,820円,136分,100.8%,2996件
11,850-899,1062円,133分,101.1%,2731件
12,900-949,900円,131分,100.9%,2661件
13,950-999,741円,130分,100.8%,2508件
14,1000-1049,1140円,125分,101.2%,2456件
15,1050-1099,1432円,123分,101.5%,2499件
16,1100-1149,2218円,122分,102.4%,2339件
17,1150-1199,1719円,120分,101.9%,2370件
18,1200-1249,2223円,116分,102.6%,2319件
19,1250-1299,1979円,114分,102.3%,2234件
20,1300-1349,2084円,112分,102.5%,2274件
21,1350-1399,2732円,108分,103.4%,2128件
22,1400-1449,2893円,107分,103.6%,2150件
23,1450-1499,2833円,105分,103.6%,1995件
24,1500-1549,3215円,100分,104.3%,2020件
25,1550-1599,3583円,99分,104.8%,1925件
26,1600-1649,3090円,96分,104.3%,1894件
27,1650-1699,3618円,92分,105.2%,1804件
28,1700-1749,3770円,90分,105.6%,1804件
29,1750-1799,3410円,86分,105.3%,1732件
30,1800-1849,3674円,83分,105.9%,1697件
31,1850-1899,4035円,79分,106.8%,1721件
32,1900-1949,4406円,78分,107.6%,1624件
33,1950-1999,4127円,74分,107.4%,1619件
34,2000-2049,4766円,71分,108.9%,1587件
35,2050-2099,4761円,69分,109.2%,1463件
36,2100-2149,4650円,65分,109.5%,1448件
37,2150-2199,5375円,63分,111.4%,1441件
38,2200-2249,5349円,58分,112.3%,1422件
39,2250-2299,5431円,55分,113.2%,1324件
40,2300-2349,5646円,51分,114.7%,1348件
41,2350-2399,6098円,48分,116.9%,1247件
42,2400-2449,6545円,46分,119%,1269件
43,2450-2499,6844円,45分,120.4%,1190件
44,2500-2549,7547円,43分,123.5%,1088件
45,2550-2599,7902円,41分,126%,880件
46,2600-2649,8316円,39分,128.3%,781件
47,2650-2699,8864円,37分,132.1%,584件
48,2700-2749,9925円,35分,138%,481件
49,2750-2799,10454円,32分,143.9%,379件
50,2800-2849,11683円,29分,153.2%,333件
51,2850-2899,12192円,27分,160.7%,258件
52,2900-2949,13142円,24分,174.2%,177件
