,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,4895円,118分,105.5%,21件
1,1000-1049,5981円,121分,106.6%,23件
2,1050-1099,2248円,112分,102.7%,28件
3,1100-1149,5173円,123分,105.6%,32件
4,1150-1199,4273円,108分,105.3%,41件
5,1200-1249,6977円,105分,108.9%,33件
6,1250-1299,5162円,109分,106.3%,43件
7,1300-1349,2369円,105分,103%,38件
8,1350-1399,5639円,99分,107.6%,46件
9,1400-1449,5291円,96分,107.3%,48件
10,1450-1499,6119円,99分,108.3%,64件
11,1500-1549,5983円,100分,107.9%,63件
12,1550-1599,5460円,99分,107.3%,60件
13,1600-1649,5366円,91分,107.8%,73件
14,1650-1699,5182円,92分,107.5%,75件
15,1700-1749,6624円,84分,110.5%,72件
16,1750-1799,6867円,82分,111.2%,62件
17,1800-1849,5718円,87分,108.7%,64件
18,1850-1899,7162円,77分,112.4%,57件
19,1900-1949,6164円,80分,110.3%,69件
20,1950-1999,7623円,72分,114.1%,70件
21,2000-2049,6466円,68分,112.7%,61件
22,2050-2099,7800円,63分,116.5%,53件
23,2100-2149,8703円,66分,117.6%,68件
24,2150-2199,6734円,58分,115.4%,48件
25,2200-2249,5665円,57分,113.3%,53件
26,2250-2299,8050円,49分,121.9%,52件
27,2300-2349,9964円,40分,133%,53件
28,2350-2399,7212円,42分,122.7%,38件
29,2400-2449,8793円,39分,130.1%,40件
30,2450-2499,9516円,35分,136.7%,35件
31,2500-2549,9179円,39分,131.6%,34件
32,2550-2599,9665円,33分,138.6%,43件
33,2600-2649,10227円,34分,139.8%,44件
34,2650-2699,10617円,33分,143.2%,43件
35,2700-2749,10278円,35分,139.6%,29件
36,2750-2799,11041円,30分,148.4%,33件
37,2800-2849,11500円,28分,154.6%,38件
38,2850-2899,11924円,25分,164.8%,33件
39,2900-2949,12643円,21分,179.4%,19件
