,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,2724円,138分,102.6%,196件
1,900-949,3353円,133分,103.4%,189件
2,950-999,3778円,132分,103.8%,193件
3,1000-1049,4858円,126分,105.1%,260件
4,1050-1099,4324円,125分,104.6%,229件
5,1100-1149,4489円,124分,104.8%,283件
6,1150-1199,4551円,124分,104.9%,267件
7,1200-1249,4578円,117分,105.2%,305件
8,1250-1299,3646円,117分,104.2%,323件
9,1300-1349,4469円,115分,105.2%,312件
10,1350-1399,4814円,110分,105.8%,265件
11,1400-1449,4226円,113分,105%,278件
12,1450-1499,4846円,104分,106.2%,293件
13,1500-1549,4395円,104分,105.6%,286件
14,1550-1599,5612円,98分,107.6%,285件
15,1600-1649,4587円,95分,106.5%,275件
16,1650-1699,6459円,92分,109.4%,276件
17,1700-1749,6623円,91分,109.7%,296件
18,1750-1799,5841円,87分,109%,246件
19,1800-1849,5869円,84分,109.3%,252件
20,1850-1899,6222円,80分,110.4%,230件
21,1900-1949,6271円,75分,111.1%,230件
22,1950-1999,7307円,73分,113.3%,208件
23,2000-2049,6857円,71分,112.9%,201件
24,2050-2099,6867円,65分,114.1%,187件
25,2100-2149,7056円,65分,114.5%,185件
26,2150-2199,7459円,60分,116.6%,185件
27,2200-2249,6400円,59分,114.4%,175件
28,2250-2299,4807円,59分,110.8%,160件
29,2300-2349,7060円,50分,118.9%,155件
30,2350-2399,6967円,48分,119.2%,152件
31,2400-2449,7382円,46分,121.5%,152件
32,2450-2499,7773円,45分,122.9%,153件
33,2500-2549,7972円,43分,124.7%,127件
34,2550-2599,8208円,41分,126.7%,147件
35,2600-2649,8671円,41分,128.1%,121件
36,2650-2699,10006円,36分,136.8%,127件
37,2700-2749,10818円,35分,141.3%,100件
38,2750-2799,11320円,33分,146.1%,119件
39,2800-2849,11879円,32分,149.5%,104件
40,2850-2899,13307円,27分,166.6%,100件
41,2900-2949,14736円,23分,184.6%,91件
