,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5408円,115分,106.3%,980件
1,1350-1399,6202円,112分,107.4%,879件
2,1400-1449,5477円,110分,106.6%,893件
3,1450-1499,5556円,106分,107%,910件
4,1500-1549,5598円,103分,107.3%,885件
5,1550-1599,5729円,100分,107.7%,901件
6,1600-1649,6557円,97分,109.1%,859件
7,1650-1699,6623円,94分,109.4%,841件
8,1700-1749,6282円,93分,109%,730件
9,1750-1799,6666円,88分,110.1%,778件
10,1800-1849,6886円,88分,110.5%,729件
11,1850-1899,6417円,82分,110.4%,709件
12,1900-1949,6792円,79分,111.4%,684件
13,1950-1999,6876円,76分,112.1%,675件
14,2000-2049,7407円,71分,113.9%,674件
15,2050-2099,7174円,69分,114%,658件
16,2100-2149,6477円,64分,113.5%,663件
17,2150-2199,7115円,62分,115.4%,615件
18,2200-2249,7208円,59分,116.3%,623件
19,2250-2299,7665円,55分,118.7%,645件
20,2300-2349,7197円,52分,118.5%,548件
21,2350-2399,7080円,49分,119.2%,571件
22,2400-2449,7841円,48分,121.9%,546件
23,2450-2499,8408円,45分,124.8%,542件
24,2500-2549,8898円,44分,126.8%,493件
25,2550-2599,8573円,43分,126.7%,519件
26,2600-2649,9684円,40分,132.1%,452件
27,2650-2699,10367円,38分,136%,460件
28,2700-2749,10928円,35分,141.1%,439件
29,2750-2799,11570円,34分,145.4%,389件
30,2800-2849,12743円,30分,155.8%,304件
31,2850-2899,13623円,27分,168.5%,276件
32,2900-2949,14002円,24分,179%,201件
