,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,138円,152分,100.1%,1943件
1,400-449,-159円,152分,99.9%,2504件
2,450-499,179円,150分,100.2%,2280件
3,500-549,577円,147分,100.5%,2086件
4,550-599,663円,146分,100.6%,1787件
5,600-649,717円,145分,100.7%,1634件
6,650-699,494円,144分,100.5%,1513件
7,700-749,1061円,139分,101%,1465件
8,750-799,844円,139分,100.8%,1297件
9,800-849,1219円,137分,101.2%,1277件
10,850-899,1723円,133分,101.7%,1145件
11,900-949,2143円,130分,102.2%,1098件
12,950-999,1505円,129分,101.6%,1979件
13,1000-1049,1375円,128分,101.4%,1105件
14,1050-1099,1941円,123分,102.1%,1193件
15,1100-1149,1985円,123分,102.2%,1013件
16,1150-1199,2421円,120分,102.7%,938件
17,1200-1249,2417円,116分,102.8%,896件
18,1250-1299,2619円,115分,103%,915件
19,1300-1349,2327円,112分,102.8%,816件
20,1350-1399,2859円,109分,103.5%,792件
21,1400-1449,3858円,107分,104.8%,738件
22,1450-1499,3324円,105分,104.2%,759件
23,1500-1549,3432円,101分,104.5%,782件
24,1550-1599,3437円,98分,104.7%,752件
25,1600-1649,3817円,95分,105.3%,733件
26,1650-1699,4510円,91分,106.6%,705件
27,1700-1749,4748円,89分,107.1%,689件
28,1750-1799,4291円,88分,106.5%,612件
29,1800-1849,4671円,83分,107.5%,641件
30,1850-1899,5290円,83分,108.5%,611件
31,1900-1949,4952円,77分,108.6%,597件
32,1950-1999,5305円,75分,109.5%,562件
33,2000-2049,5031円,71分,109.5%,551件
34,2050-2099,5949円,66分,112.1%,564件
35,2100-2149,6116円,63分,113%,559件
36,2150-2199,5229円,59分,111.9%,553件
37,2200-2249,6059円,56分,114.3%,525件
38,2250-2299,6061円,54分,115%,517件
39,2300-2349,6451円,50分,117.3%,529件
40,2350-2399,6079円,48分,117%,439件
41,2400-2449,6362円,46分,118.5%,486件
42,2450-2499,7132円,44分,121.4%,453件
43,2500-2549,7656円,42分,124.2%,449件
44,2550-2599,8250円,41分,126.8%,417件
45,2600-2649,8030円,39分,127.5%,444件
46,2650-2699,8931円,37分,132.1%,368件
47,2700-2749,9850円,35分,138.1%,388件
48,2750-2799,10475円,32分,144.2%,366件
49,2800-2849,11177円,30分,150.1%,327件
50,2850-2899,12378円,27分,161.8%,243件
51,2900-2949,13267円,23分,178.4%,189件
