,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-2234円,159分,98.1%,3266件
1,250-299,-2271円,158分,98.1%,4200件
2,300-349,-2353円,158分,98%,3691件
3,350-399,-1719円,154分,98.5%,3484件
4,400-449,-1645円,153分,98.6%,3070件
5,450-499,-1551円,151分,98.6%,2818件
6,500-549,-1356円,149分,98.8%,2639件
7,550-599,-889円,145分,99.2%,2510件
8,600-649,-1303円,145分,98.8%,2204件
9,650-699,-899円,142分,99.2%,2147件
10,700-749,-298円,139分,99.7%,2020件
11,750-799,-43円,137分,100%,1906件
12,800-849,-259円,134分,99.7%,3452件
13,850-899,-171円,134分,99.8%,1960件
14,900-949,-145円,131分,99.9%,2026件
15,950-999,186円,129分,100.2%,1730件
16,1000-1049,449円,127分,100.5%,1550件
17,1050-1099,728円,123分,100.8%,1536件
18,1100-1149,258円,123分,100.3%,1487件
19,1150-1199,385円,120分,100.4%,1361件
20,1200-1249,1199円,116分,101.4%,1414件
21,1250-1299,1724円,114分,102%,1270件
22,1300-1349,1369円,112分,101.6%,1304件
23,1350-1399,1572円,108分,101.9%,1291件
24,1400-1449,1592円,106分,102%,1262件
25,1450-1499,1671円,104分,102.2%,1265件
26,1500-1549,2505円,100分,103.3%,1203件
27,1550-1599,2603円,97分,103.6%,1196件
28,1600-1649,2805円,95分,103.9%,1086件
29,1650-1699,2876円,92分,104.2%,1111件
30,1700-1749,3019円,91分,104.4%,1040件
31,1750-1799,2761円,87分,104.2%,1045件
32,1800-1849,3243円,83分,105.2%,973件
33,1850-1899,3642円,80分,106.1%,1013件
34,1900-1949,3574円,76分,106.3%,963件
35,1950-1999,3912円,73分,107.1%,934件
36,2000-2049,3809円,69分,107.4%,952件
37,2050-2099,4224円,67分,108.4%,892件
38,2100-2149,4276円,64分,108.8%,895件
39,2150-2199,4827円,61分,110.6%,909件
40,2200-2249,4896円,57分,111.4%,800件
41,2250-2299,4594円,54分,111.4%,799件
42,2300-2349,5219円,51分,113.6%,786件
43,2350-2399,5763円,47分,116.2%,791件
44,2400-2449,6171円,46分,117.9%,730件
45,2450-2499,5987円,44分,118%,755件
46,2500-2549,6941円,42分,121.9%,696件
47,2550-2599,7414円,41分,123.9%,679件
48,2600-2649,7797円,39分,126.5%,634件
49,2650-2699,8373円,38分,129.7%,574件
50,2700-2749,9289円,34分,136.2%,479件
51,2750-2799,10032円,31分,142.6%,412件
52,2800-2849,10603円,28分,149.8%,329件
53,2850-2899,11943円,26分,162.3%,242件
54,2900-2949,12820円,22分,178.5%,188件
