,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-2139円,155分,98.2%,26704件
1,300-349,-1914円,155分,98.4%,8083件
2,350-399,-1387円,153分,98.8%,4303件
3,400-449,-1333円,150分,98.8%,2937件
4,450-499,-998円,148分,99.1%,2450件
5,500-549,-1138円,147分,99%,2057件
6,550-599,-963円,146分,99.1%,1971件
7,600-649,-702円,142分,99.3%,1884件
8,650-699,-731円,142分,99.3%,1892件
9,700-749,-351円,138分,99.7%,1818件
10,750-799,-477円,136分,99.5%,1853件
11,800-849,-338円,134分,99.7%,1804件
12,850-899,30円,133分,100%,1825件
13,900-949,54円,129分,100.1%,1647件
14,950-999,339円,125分,100.4%,1906件
15,1000-1049,594円,124分,100.6%,1946件
16,1050-1099,999円,122分,101.1%,1830件
17,1100-1149,1260円,119分,101.4%,1803件
18,1150-1199,1194円,119分,101.3%,1695件
19,1200-1249,876円,117分,101%,1703件
20,1250-1299,1365円,113分,101.6%,1586件
21,1300-1349,1754円,109分,102.1%,1543件
22,1350-1399,2039円,109分,102.5%,1447件
23,1400-1449,1701円,105分,102.2%,1449件
24,1450-1499,2441円,101分,103.2%,1460件
25,1500-1549,2172円,100分,102.9%,1445件
26,1550-1599,2372円,96分,103.3%,1348件
27,1600-1649,2505円,94分,103.5%,1284件
28,1650-1699,3032円,92分,104.4%,1324件
29,1700-1749,3323円,88分,105%,1254件
30,1750-1799,3416円,86分,105.3%,1272件
31,1800-1849,3661円,84分,105.8%,1245件
32,1850-1899,3644円,82分,106%,1188件
33,1900-1949,4258円,78分,107.3%,1139件
34,1950-1999,4307円,73分,107.9%,1180件
35,2000-2049,4146円,69分,108%,1112件
36,2050-2099,4207円,65分,108.6%,1071件
37,2100-2149,4913円,62分,110.6%,1049件
38,2150-2199,5086円,59分,111.4%,1005件
39,2200-2249,5046円,56分,112%,977件
40,2250-2299,5283円,52分,113.4%,988件
41,2300-2349,5628円,49分,115.3%,967件
42,2350-2399,5783円,46分,116.7%,940件
43,2400-2449,5976円,45分,117.8%,877件
44,2450-2499,6696円,42分,121.1%,873件
45,2500-2549,6863円,42分,122%,852件
46,2550-2599,7243円,40分,123.9%,810件
47,2600-2649,7790円,38分,127.6%,847件
48,2650-2699,8350円,36分,130.7%,779件
49,2700-2749,8312円,36分,130.7%,655件
