,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,5115円,123分,105.5%,1695件
1,1200-1249,4667円,120分,105.2%,1703件
2,1250-1299,5065円,116分,105.8%,1586件
3,1300-1349,5346円,112分,106.4%,1543件
4,1350-1399,5658円,112分,106.7%,1447件
5,1400-1449,5159円,108分,106.4%,1449件
6,1450-1499,5842円,104分,107.5%,1460件
7,1500-1549,5488円,103分,107.1%,1445件
8,1550-1599,5565円,99分,107.5%,1348件
9,1600-1649,5680円,97分,107.8%,1284件
10,1650-1699,6165円,95分,108.6%,1324件
11,1700-1749,6312円,91分,109.3%,1254件
12,1750-1799,6377円,89分,109.6%,1272件
13,1800-1849,6547円,86分,110.1%,1245件
14,1850-1899,6439円,84分,110.2%,1188件
15,1900-1949,6972円,80分,111.6%,1139件
16,1950-1999,6873円,75分,112.2%,1180件
17,2000-2049,6542円,71分,112.2%,1112件
18,2050-2099,6461円,67分,112.8%,1071件
19,2100-2149,7111円,64分,114.8%,1049件
20,2150-2199,7198円,61分,115.7%,1005件
21,2200-2249,7057円,58分,116.3%,977件
22,2250-2299,7177円,54分,117.7%,988件
23,2300-2349,7420円,51分,119.6%,967件
24,2350-2399,7504円,48分,121%,940件
25,2400-2449,7659円,46分,122.1%,877件
26,2450-2499,8375円,44分,125.5%,873件
27,2500-2549,8467円,43分,126.3%,852件
28,2550-2599,8847円,42分,128.2%,810件
29,2600-2649,9394円,39分,132%,847件
30,2650-2699,9954円,38分,135.2%,779件
31,2700-2749,9916円,37分,135.3%,655件
