,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,-546円,137分,99.5%,42件
1,750-799,1084円,135分,101.1%,56件
2,800-849,439円,128分,100.5%,82件
3,850-899,1598円,132分,101.6%,75件
4,900-949,372円,125分,100.4%,83件
5,950-999,921円,132分,100.9%,91件
6,1000-1049,213円,125分,100.2%,111件
7,1050-1099,655円,123分,100.7%,99件
8,1100-1149,1556円,119分,101.7%,119件
9,1150-1199,2418円,113分,102.8%,145件
10,1200-1249,1205円,116分,101.4%,128件
11,1250-1299,2121円,115分,102.5%,160件
12,1300-1349,2050円,114分,102.4%,148件
13,1350-1399,2163円,105分,102.7%,163件
14,1400-1449,1583円,108分,102%,193件
15,1450-1499,2485円,104分,103.2%,180件
16,1500-1549,2776円,100分,103.7%,150件
17,1550-1599,2154円,101分,102.8%,158件
18,1600-1649,3129円,94分,104.5%,157件
19,1650-1699,3068円,93分,104.4%,178件
20,1700-1749,4742円,86分,107.4%,181件
21,1750-1799,2202円,87分,103.4%,156件
22,1800-1849,5413円,80分,109.1%,164件
23,1850-1899,4917円,78分,108.4%,156件
24,1900-1949,4230円,75分,107.5%,131件
25,1950-1999,4069円,72分,107.5%,137件
26,2000-2049,4850円,66分,109.8%,127件
27,2050-2099,5742円,63分,112.1%,139件
28,2100-2149,5665円,62分,112.2%,102件
29,2150-2199,6658円,58分,115.3%,112件
30,2200-2249,5789円,51分,115%,94件
31,2250-2299,6381円,52分,116.5%,100件
32,2300-2349,5554円,47分,115.6%,96件
33,2350-2399,6314円,45分,118.8%,104件
34,2400-2449,5265円,48分,114.5%,94件
35,2450-2499,7242円,41分,123.4%,87件
36,2500-2549,7428円,41分,124.1%,92件
37,2550-2599,7533円,40分,125.3%,90件
38,2600-2649,7659円,39分,126.3%,85件
39,2650-2699,8860円,34分,135.1%,69件
40,2700-2749,8745円,33分,135.1%,86件
41,2750-2799,9867円,32分,140.9%,75件
42,2800-2849,11126円,28分,153.8%,71件
43,2850-2899,11657円,25分,162.2%,52件
44,2900-2949,13130円,22分,178.3%,63件
