,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-433円,154分,99.6%,4115件
1,350-399,-259円,154分,99.8%,3562件
2,400-449,79円,153分,100.1%,3473件
3,450-499,244円,149分,100.2%,3353件
4,500-549,119円,148分,100.1%,3280件
5,550-599,499円,144分,100.5%,3182件
6,600-649,469円,143分,100.4%,3171件
7,650-699,461円,141分,100.4%,3154件
8,700-749,695円,140分,100.7%,3157件
9,750-799,1032円,137分,101%,3006件
10,800-849,852円,134分,100.8%,3267件
11,850-899,1191円,133分,101.2%,3358件
12,900-949,1357円,130分,101.4%,3220件
13,950-999,1729円,127分,101.8%,3133件
14,1000-1049,1697円,126分,101.8%,2999件
15,1050-1099,1571円,125分,101.7%,2978件
16,1100-1149,1881円,121分,102.1%,2780件
17,1150-1199,2130円,117分,102.4%,2722件
18,1200-1249,2247円,117分,102.6%,2612件
19,1250-1299,2556円,114分,103%,2542件
20,1300-1349,2580円,111分,103.1%,2508件
21,1350-1399,2331円,109分,102.9%,2507件
22,1400-1449,2926円,104分,103.7%,2425件
23,1450-1499,2909円,104分,103.7%,2301件
24,1500-1549,3227円,101分,104.3%,2342件
25,1550-1599,3357円,98分,104.6%,2209件
26,1600-1649,3489円,95分,104.9%,2222件
27,1650-1699,3572円,93分,105.1%,2219件
28,1700-1749,3675円,90分,105.5%,2115件
29,1750-1799,3957円,87分,106.1%,1986件
30,1800-1849,3786円,84分,106%,2068件
31,1850-1899,4126円,80分,106.9%,2019件
32,1900-1949,3837円,76分,106.7%,1810件
33,1950-1999,4670円,73分,108.5%,1886件
34,2000-2049,4850円,70分,109.2%,1791件
35,2050-2099,4792円,67分,109.5%,1776件
36,2100-2149,4843円,64分,110.1%,1744件
37,2150-2199,5065円,61分,111%,1721件
38,2200-2249,5297円,58分,112.3%,1634件
39,2250-2299,5531円,54分,113.6%,1564件
40,2300-2349,6089円,50分,116.3%,1568件
41,2350-2399,5908円,48分,116.3%,1524件
42,2400-2449,6416円,46分,118.8%,1490件
43,2450-2499,6830円,44分,120.9%,1488件
44,2500-2549,7165円,43分,122.3%,1410件
45,2550-2599,7176円,42分,122.6%,1177件
