,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,5308円,137分,105.2%,666件
1,700-749,4936円,138分,104.8%,883件
2,750-799,5595円,133分,105.6%,791件
3,800-849,5950円,131分,106%,709件
4,850-899,5997円,130分,106.2%,634件
5,900-949,5895円,128分,106.1%,579件
6,950-999,5487円,128分,105.7%,534件
7,1000-1049,6081円,122分,106.7%,514件
8,1050-1099,6128円,121分,106.8%,433件
9,1100-1149,6454円,120分,107.2%,401件
10,1150-1199,6356円,116分,107.3%,360件
11,1200-1249,7208円,116分,108.3%,388件
12,1250-1299,6874円,111分,108.3%,675件
13,1300-1349,6858円,107分,108.5%,372件
14,1350-1399,7737円,105分,109.9%,401件
15,1400-1449,7614円,103分,109.9%,373件
16,1450-1499,7375円,101分,109.8%,308件
17,1500-1549,6890円,98分,109.4%,319件
18,1550-1599,8062円,95分,111.3%,310件
19,1600-1649,8412円,93分,112.1%,286件
20,1650-1699,8149円,89分,112.3%,243件
21,1700-1749,9123円,86分,114.2%,252件
22,1750-1799,8107円,86分,112.6%,236件
23,1800-1849,9061円,82分,114.7%,264件
24,1850-1899,8754円,77分,115.2%,252件
25,1900-1949,8072円,77分,113.9%,235件
26,1950-1999,9918円,72分,118.5%,232件
27,2000-2049,9788円,71分,118.3%,219件
28,2050-2099,9094円,68分,117.9%,186件
29,2100-2149,10375円,66分,121.1%,221件
30,2150-2199,10396円,62分,122.4%,191件
31,2200-2249,10087円,55分,124.4%,201件
32,2250-2299,9938円,51分,126.2%,176件
33,2300-2349,10314円,45分,130.4%,187件
34,2350-2399,11038円,39分,137.3%,176件
35,2400-2449,10821円,38分,138.4%,172件
36,2450-2499,10778円,36分,139.6%,207件
37,2500-2549,11331円,35分,143.5%,186件
38,2550-2599,11196円,35分,142.2%,173件
39,2600-2649,12284円,32分,150.8%,180件
40,2650-2699,11605円,32分,147.7%,151件
41,2700-2749,12680円,30分,157.1%,166件
42,2750-2799,12707円,30分,157.4%,142件
43,2800-2849,13327円,27分,165.8%,155件
44,2850-2899,14409円,25分,176.3%,134件
45,2900-2949,14714円,21分,191.8%,131件
