,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6283円,123分,106.8%,20件
1,1250-1299,5327円,101分,107%,28件
2,1300-1349,9021円,107分,111.3%,28件
3,1350-1399,6548円,102分,108.6%,28件
4,1400-1449,5757円,96分,108%,23件
5,1450-1499,7620円,93分,110.9%,35件
6,1500-1549,6797円,94分,109.6%,34件
7,1550-1599,8965円,88分,113.6%,39件
8,1600-1649,8989円,91分,113.2%,47件
9,1650-1699,6707円,91分,109.9%,41件
10,1700-1749,7521円,86分,111.6%,50件
11,1750-1799,6993円,85分,110.9%,50件
12,1800-1849,8598円,81分,114.2%,54件
13,1850-1899,9485円,72分,117.5%,47件
14,1900-1949,7124円,79分,112%,46件
15,1950-1999,8918円,70分,116.9%,44件
16,2000-2049,7422円,71分,113.9%,48件
17,2050-2099,8099円,64分,116.7%,44件
18,2100-2149,7554円,62分,116.1%,42件
19,2150-2199,9643円,57分,122.5%,35件
20,2200-2249,10328円,57分,124.2%,50件
21,2250-2299,8375円,49分,122.8%,27件
22,2300-2349,8797円,46分,125.2%,44件
23,2350-2399,10769円,40分,136.3%,40件
24,2400-2449,12113円,32分,151.1%,36件
25,2450-2499,7932円,41分,125.9%,24件
26,2500-2549,11735円,31分,150.9%,31件
27,2550-2599,11050円,28分,152.2%,24件
28,2600-2649,11219円,32分,146.7%,26件
29,2650-2699,11227円,31分,148.2%,22件
30,2700-2749,12313円,29分,156.1%,33件
31,2750-2799,12907円,25分,168.2%,29件
32,2800-2849,12678円,28分,160.7%,24件
33,2850-2899,13340円,23分,176.7%,23件
34,2900-2949,13625円,22分,183.8%,25件
