,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,1878円,143分,101.8%,2628件
1,700-749,1882円,141分,101.8%,2614件
2,750-799,2246円,140分,102.1%,2619件
3,800-849,2336円,137分,102.3%,2447件
4,850-899,2352円,133分,102.4%,2722件
5,900-949,2582円,132分,102.6%,2784件
6,950-999,2893円,129分,103%,2668件
7,1000-1049,3151円,126分,103.3%,2579件
8,1050-1099,3040円,125分,103.2%,2458件
9,1100-1149,2729円,124分,102.9%,2449件
10,1150-1199,3250円,120分,103.6%,2307件
11,1200-1249,3409円,116分,103.9%,2250件
12,1250-1299,3434円,115分,104%,2137件
13,1300-1349,3628円,112分,104.3%,2100件
14,1350-1399,3819円,109分,104.7%,2093件
15,1400-1449,3592円,107分,104.5%,2079件
16,1450-1499,3815円,103分,104.9%,1951件
17,1500-1549,4052円,102分,105.3%,1882件
18,1550-1599,4477円,99分,106%,1949件
19,1600-1649,4632円,96分,106.4%,1820件
20,1650-1699,4740円,93分,106.8%,1841件
21,1700-1749,4770円,91分,107%,1845件
22,1750-1799,4486円,89分,106.8%,1704件
23,1800-1849,5175円,85分,108.2%,1645件
24,1850-1899,4822円,81分,107.9%,1663件
25,1900-1949,5027円,78分,108.6%,1623件
26,1950-1999,4885円,73分,108.9%,1516件
27,2000-2049,5588円,70分,110.6%,1554件
28,2050-2099,5904円,67分,111.7%,1482件
29,2100-2149,5771円,64分,111.9%,1458件
30,2150-2199,5641円,61分,112.3%,1415件
31,2200-2249,6044円,58分,113.9%,1415件
32,2250-2299,6218円,54分,115.3%,1367件
33,2300-2349,6263円,52分,116.2%,1262件
34,2350-2399,6830円,47分,119.3%,1279件
35,2400-2449,6668円,47分,119%,1228件
36,2450-2499,7167円,45分,121.3%,1206件
37,2500-2549,7709円,42分,124.2%,1217件
38,2550-2599,8182円,41分,126.4%,1171件
39,2600-2649,8081円,41分,126.1%,938件
