,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,5782円,106分,107.3%,1458件
1,1500-1549,5724円,103分,107.4%,1454件
2,1550-1599,5867円,101分,107.7%,1335件
3,1600-1649,5860円,97分,108%,1347件
4,1650-1699,6150円,96分,108.5%,1269件
5,1700-1749,5574円,93分,108%,1261件
6,1750-1799,6038円,89分,109%,1192件
7,1800-1849,6195円,85分,109.7%,1204件
8,1850-1899,6024円,82分,109.8%,1177件
9,1900-1949,6176円,79分,110.4%,1119件
10,1950-1999,6008円,74分,110.8%,1143件
11,2000-2049,6461円,72分,111.9%,1100件
12,2050-2099,6320円,70分,112.1%,1087件
13,2100-2149,6894円,66分,113.8%,1076件
14,2150-2199,6788円,63分,114.3%,988件
15,2200-2249,6494円,60分,114.5%,970件
16,2250-2299,6924円,57分,116.2%,960件
17,2300-2349,7271円,52分,118.6%,968件
18,2350-2399,7382円,50分,119.7%,885件
19,2400-2449,7542円,47分,121.3%,938件
20,2450-2499,8203円,46分,124%,844件
21,2500-2549,8588円,45分,125.6%,826件
22,2550-2599,9070円,43分,128.4%,786件
23,2600-2649,9642円,41分,131.2%,700件
24,2650-2699,10349円,38分,136%,584件
25,2700-2749,11020円,36分,141%,514件
26,2750-2799,11695円,33分,147.5%,397件
27,2800-2849,12739円,30分,156.5%,300件
28,2850-2899,13656円,27分,168.2%,266件
29,2900-2949,14724円,24分,180.9%,182件
