,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5653円,110分,106.8%,893件
1,1450-1499,5725円,106分,107.2%,910件
2,1500-1549,5763円,103分,107.5%,885件
3,1550-1599,5890円,100分,107.9%,901件
4,1600-1649,6717円,97分,109.3%,859件
5,1650-1699,6779円,94分,109.6%,841件
6,1700-1749,6435円,93分,109.2%,730件
7,1750-1799,6812円,88分,110.3%,778件
8,1800-1849,7033円,88分,110.7%,729件
9,1850-1899,6553円,82分,110.6%,709件
10,1900-1949,6925円,79分,111.6%,684件
11,1950-1999,7003円,76分,112.3%,675件
12,2000-2049,7529円,71分,114.1%,674件
13,2050-2099,7292円,69分,114.2%,658件
14,2100-2149,6583円,64分,113.7%,663件
15,2150-2199,7219円,62分,115.6%,615件
16,2200-2249,7309円,59分,116.5%,623件
17,2250-2299,7761円,55分,118.9%,645件
18,2300-2349,7288円,52分,118.7%,548件
19,2350-2399,7165円,49分,119.4%,571件
20,2400-2449,7926円,48分,122.1%,546件
21,2450-2499,8492円,45分,125%,542件
22,2500-2549,8983円,44分,127.1%,493件
23,2550-2599,8658円,43分,126.9%,519件
24,2600-2649,9769円,40分,132.3%,452件
25,2650-2699,10452円,38分,136.2%,460件
26,2700-2749,11013円,36分,141.3%,439件
27,2750-2799,11654円,34分,145.7%,389件
28,2800-2849,12828円,31分,156.1%,304件
29,2850-2899,13708円,27分,168.7%,276件
30,2900-2949,14087円,24分,179.2%,201件
