,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,-265円,149分,99.8%,149件
1,450-499,-1526円,150分,98.6%,183件
2,500-549,-1217円,150分,98.9%,224件
3,550-599,-408円,140分,99.6%,295件
4,600-649,-1971円,144分,98.2%,332件
5,650-699,167円,139分,100.2%,357件
6,700-749,-18円,139分,100%,404件
7,750-799,178円,137分,100.2%,455件
8,800-849,-55円,136分,99.9%,487件
9,850-899,391円,132分,100.4%,469件
10,900-949,563円,130分,100.6%,523件
11,950-999,-80円,130分,99.9%,542件
12,1000-1049,147円,126分,100.2%,596件
13,1050-1099,1187円,120分,101.3%,612件
14,1100-1149,1091円,125分,101.2%,603件
15,1150-1199,1136円,118分,101.3%,612件
16,1200-1249,1900円,113分,102.2%,583件
17,1250-1299,1408円,114分,101.6%,528件
18,1300-1349,1446円,112分,101.7%,554件
19,1350-1399,2366円,107分,102.9%,518件
20,1400-1449,1747円,105分,102.2%,480件
21,1450-1499,2046円,103分,102.6%,488件
22,1500-1549,2448円,101分,103.2%,486件
23,1550-1599,3205円,96分,104.4%,458件
24,1600-1649,2696円,94分,103.8%,460件
25,1650-1699,3157円,92分,104.6%,449件
26,1700-1749,2753円,87分,104.2%,391件
27,1750-1799,3670円,86分,105.7%,358件
28,1800-1849,3646円,83分,105.9%,379件
29,1850-1899,4486円,79分,107.6%,323件
30,1900-1949,3647円,76分,106.4%,307件
31,1950-1999,5330円,73分,109.7%,307件
32,2000-2049,3910円,70分,107.4%,298件
33,2050-2099,4275円,67分,108.5%,301件
34,2100-2149,4882円,62分,110.5%,289件
35,2150-2199,5025円,60分,111.2%,271件
36,2200-2249,5060円,57分,111.8%,270件
37,2250-2299,5583円,52分,114.4%,236件
38,2300-2349,4662円,52分,111.9%,245件
39,2350-2399,5771円,48分,116.1%,206件
40,2400-2449,5904円,46分,117.1%,237件
41,2450-2499,7086円,42分,122.4%,222件
42,2500-2549,7055円,41分,122.7%,216件
43,2550-2599,7449円,41分,124.4%,255件
44,2600-2649,7615円,39分,125.8%,214件
45,2650-2699,8456円,36分,131.2%,189件
46,2700-2749,9406円,34分,136.9%,190件
47,2750-2799,9953円,32分,140.8%,178件
48,2800-2849,10926円,29分,150.4%,175件
49,2850-2899,11669円,25分,161.1%,149件
50,2900-2949,13175円,23分,176.2%,137件
