,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4447円,128分,104.6%,101件
1,1100-1149,5779円,129分,106%,116件
2,1150-1199,5101円,123分,105.5%,122件
3,1200-1249,5987円,113分,107.1%,130件
4,1250-1299,6116円,116分,107%,135件
5,1300-1349,6058円,108分,107.4%,127件
6,1350-1399,5533円,110分,106.7%,135件
7,1400-1449,4096円,108分,105.1%,154件
8,1450-1499,4999円,105分,106.3%,138件
9,1500-1549,5729円,100分,107.6%,173件
10,1550-1599,5813円,98分,107.9%,152件
11,1600-1649,6449円,98分,108.8%,166件
12,1650-1699,7106円,96分,109.9%,161件
13,1700-1749,6528円,90分,109.6%,139件
14,1750-1799,5568円,87分,108.5%,165件
15,1800-1849,6235円,82分,110.2%,173件
16,1850-1899,5831円,80分,109.7%,155件
17,1900-1949,7270円,77分,112.5%,147件
18,1950-1999,6485円,74分,111.6%,119件
19,2000-2049,4988円,73分,109.1%,123件
20,2050-2099,7053円,70分,113.5%,123件
21,2100-2149,7231円,67分,114.4%,109件
22,2150-2199,7282円,60分,116.3%,132件
23,2200-2249,7151円,57分,116.6%,104件
24,2250-2299,7743円,51分,120.1%,103件
25,2300-2349,7128円,52分,118.4%,111件
26,2350-2399,7817円,47分,122.2%,98件
27,2400-2449,7985円,46分,123.2%,82件
28,2450-2499,7895円,45分,123.2%,95件
29,2500-2549,8456円,43分,126%,94件
30,2550-2599,8124円,42分,125.6%,80件
31,2600-2649,9897円,39分,134%,75件
32,2650-2699,10072円,38分,135.6%,66件
33,2700-2749,11076円,34分,143.7%,68件
34,2750-2799,11756円,34分,146.1%,93件
35,2800-2849,12176円,30分,153.9%,76件
36,2850-2899,13619円,27分,167.1%,61件
37,2900-2949,14838円,24分,183.1%,60件
