,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2027円,143分,101.9%,2447件
1,700-749,2268円,142分,102.1%,2316件
2,750-799,2008円,138分,101.9%,4201件
3,800-849,2101円,138分,102%,2416件
4,850-899,1981円,136分,101.9%,2444件
5,900-949,2215円,133分,102.2%,2042件
6,950-999,2611円,131分,102.7%,1885件
7,1000-1049,2619円,128分,102.7%,1837件
8,1050-1099,2300円,127分,102.4%,1777件
9,1100-1149,2439円,124分,102.6%,1672件
10,1150-1199,3033円,120分,103.4%,1710件
11,1200-1249,3705円,118分,104.2%,1539件
12,1250-1299,3079円,116分,103.5%,1573件
13,1300-1349,3658円,112分,104.3%,1592件
14,1350-1399,3109円,110分,103.8%,1507件
15,1400-1449,3506円,108分,104.3%,1543件
16,1450-1499,4154円,104分,105.3%,1458件
17,1500-1549,4138円,102分,105.4%,1454件
18,1550-1599,4313円,100分,105.8%,1335件
19,1600-1649,4361円,96分,106.1%,1347件
20,1650-1699,4658円,95分,106.6%,1269件
21,1700-1749,4157円,91分,106.1%,1261件
22,1750-1799,4654円,88分,107.1%,1192件
23,1800-1849,4862円,84分,107.7%,1204件
24,1850-1899,4754円,81分,107.8%,1177件
25,1900-1949,4943円,78分,108.5%,1119件
26,1950-1999,4855円,73分,108.8%,1143件
27,2000-2049,5330円,71分,110%,1100件
28,2050-2099,5234円,69分,110.2%,1087件
29,2100-2149,5828円,65分,111.9%,1076件
30,2150-2199,5766円,62分,112.3%,988件
31,2200-2249,5543円,59分,112.6%,970件
32,2250-2299,6008円,56分,114.2%,960件
33,2300-2349,6414円,51分,116.7%,968件
34,2350-2399,6557円,49分,117.8%,885件
35,2400-2449,6727円,46分,119.3%,938件
36,2450-2499,7389円,45分,122%,844件
37,2500-2549,7773円,44分,123.6%,826件
38,2550-2599,8256円,42分,126.3%,786件
39,2600-2649,8828円,40分,129.1%,700件
40,2650-2699,9535円,38分,133.8%,584件
41,2700-2749,10206円,35分,138.7%,514件
42,2750-2799,10881円,32分,145.2%,397件
43,2800-2849,11924円,29分,154.1%,300件
44,2850-2899,12841円,26分,165.9%,266件
45,2900-2949,13909円,24分,178.8%,182件
