,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4616円,120分,105.1%,82件
1,1150-1199,6011円,119分,106.7%,100件
2,1200-1249,7133円,113分,108.5%,123件
3,1250-1299,5474円,118分,106.2%,107件
4,1300-1349,5891円,117分,106.7%,123件
5,1350-1399,6169円,114分,107.2%,122件
6,1400-1449,5539円,106分,107%,130件
7,1450-1499,5372円,108分,106.6%,158件
8,1500-1549,6559円,100分,108.7%,137件
9,1550-1599,6125円,102分,108%,122件
10,1600-1649,5971円,101分,107.9%,134件
11,1650-1699,7044円,92分,110.2%,133件
12,1700-1749,6547円,94分,109.3%,146件
13,1750-1799,8373円,85分,113.1%,150件
14,1800-1849,4973円,86分,107.8%,132件
15,1850-1899,8314円,78分,114.3%,123件
16,1900-1949,7747円,79分,113%,128件
17,1950-1999,6724円,73分,112.3%,100件
18,2000-2049,6995円,71分,113.2%,114件
19,2050-2099,7074円,66分,114.2%,100件
20,2100-2149,8763円,61分,119.2%,121件
21,2150-2199,6967円,59分,115.8%,73件
22,2200-2249,8928円,55分,121.8%,93件
23,2250-2299,8216円,48分,122.8%,79件
24,2300-2349,8850円,50分,123.8%,83件
25,2350-2399,8077円,46分,123.4%,84件
26,2400-2449,8811円,44分,126.4%,87件
27,2450-2499,8001円,47分,122.9%,81件
28,2500-2549,8773円,44分,126.8%,68件
29,2550-2599,9079円,42分,129.1%,69件
30,2600-2649,9480円,40分,131.6%,74件
31,2650-2699,10245円,37分,136.8%,73件
32,2700-2749,10816円,34分,142.7%,51件
33,2750-2799,10998円,32分,146%,73件
34,2800-2849,12490円,31分,154%,63件
35,2850-2899,13904円,26分,171.6%,58件
36,2900-2949,14091円,24分,179.9%,41件
