,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,7172円,108分,108.8%,444件
1,1450-1499,8111円,104分,110.4%,445件
2,1500-1549,7707円,103分,110%,399件
3,1550-1599,8186円,99分,111.1%,368件
4,1600-1649,8707円,96分,112.1%,352件
5,1650-1699,8016円,93分,111.4%,376件
6,1700-1749,9004円,90分,113.3%,411件
7,1750-1799,8753円,85分,113.7%,373件
8,1800-1849,7994円,87分,112.3%,358件
9,1850-1899,9272円,82分,115.2%,327件
10,1900-1949,9473円,79分,116%,312件
11,1950-1999,8694円,76分,115.2%,285件
12,2000-2049,10387円,73分,119%,332件
13,2050-2099,10208円,70分,119.3%,292件
14,2100-2149,9565円,64分,119.8%,295件
15,2150-2199,9646円,59分,121.7%,256件
16,2200-2249,9541円,55分,122.9%,272件
17,2250-2299,10471円,49分,128.6%,274件
18,2300-2349,9811円,47分,127.9%,254件
19,2350-2399,9803円,44分,130%,279件
20,2400-2449,10029円,43分,131.4%,252件
21,2450-2499,9822円,43分,130.6%,239件
22,2500-2549,11009円,39分,137.3%,253件
23,2550-2599,10832円,39分,137.4%,215件
24,2600-2649,11270円,37分,140.7%,248件
25,2650-2699,11719円,36分,143.6%,211件
26,2700-2749,12000円,34分,146.7%,201件
27,2750-2799,12830円,33分,152.5%,192件
28,2800-2849,13253円,29分,160.3%,215件
29,2850-2899,13504円,26分,168.4%,170件
30,2900-2949,14981円,24分,182.5%,156件
