,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1500円,148分,101.4%,692件
1,600-649,1944円,145分,101.8%,792件
2,650-699,1455円,144分,101.4%,805件
3,700-749,2123円,140分,102%,841件
4,750-799,2445円,138分,102.4%,950件
5,800-849,1823円,138分,101.8%,949件
6,850-899,1893円,137分,101.8%,1041件
7,900-949,2419円,130分,102.5%,1069件
8,950-999,2494円,133分,102.5%,1070件
9,1000-1049,2496円,128分,102.6%,1050件
10,1050-1099,2715円,125分,102.9%,981件
11,1100-1149,3036円,125分,103.2%,946件
12,1150-1199,2935円,120分,103.3%,973件
13,1200-1249,3412円,117分,103.9%,904件
14,1250-1299,3145円,114分,103.7%,864件
15,1300-1349,3040円,114分,103.6%,872件
16,1350-1399,3307円,111分,104%,846件
17,1400-1449,3866円,106分,104.9%,798件
18,1450-1499,3908円,104分,105%,841件
19,1500-1549,4018円,103分,105.2%,773件
20,1550-1599,3858円,98分,105.3%,719件
21,1600-1649,4324円,96分,106%,658件
22,1650-1699,4689円,94分,106.7%,651件
23,1700-1749,5407円,89分,108.1%,592件
24,1750-1799,4608円,87分,107.1%,549件
25,1800-1849,5560円,84分,108.8%,529件
26,1850-1899,5085円,81分,108.4%,533件
27,1900-1949,5119円,78分,108.8%,532件
28,1950-1999,5295円,73分,109.7%,511件
29,2000-2049,5575円,71分,110.5%,498件
30,2050-2099,5251円,68分,110.3%,468件
31,2100-2149,6271円,64分,113.1%,446件
32,2150-2199,5383円,63分,111.3%,442件
33,2200-2249,6481円,59分,114.8%,399件
34,2250-2299,5395円,55分,113%,404件
35,2300-2349,6179円,51分,116%,387件
36,2350-2399,6826円,47分,119.4%,395件
37,2400-2449,6657円,47分,118.9%,451件
38,2450-2499,6932円,45分,120.4%,360件
39,2500-2549,7928円,43分,124.8%,333件
40,2550-2599,8245円,42分,126.1%,335件
41,2600-2649,9217円,39分,131.7%,338件
42,2650-2699,9536円,37分,134.3%,309件
43,2700-2749,10276円,34分,140.4%,298件
44,2750-2799,11303円,33分,145.7%,284件
45,2800-2849,12035円,29分,154.8%,290件
46,2850-2899,13221円,26分,167.2%,255件
47,2900-2949,13765円,24分,176.1%,187件
