,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2649円,142分,102.5%,32件
1,650-699,3198円,125分,103.4%,45件
2,700-749,2536円,149分,102.3%,67件
3,750-799,5252円,135分,105.2%,73件
4,800-849,2901円,139分,102.8%,68件
5,850-899,4559円,131分,104.6%,87件
6,900-949,3226円,133分,103.2%,102件
7,950-999,3128円,130分,103.2%,98件
8,1000-1049,2919円,130分,103%,127件
9,1050-1099,4057円,131分,104.1%,134件
10,1100-1149,4317円,124分,104.7%,163件
11,1150-1199,5070円,111分,106.1%,163件
12,1200-1249,4382円,119分,104.9%,162件
13,1250-1299,4750円,110分,105.7%,164件
14,1300-1349,4457円,111分,105.4%,180件
15,1350-1399,3582円,111分,104.3%,198件
16,1400-1449,3949円,108分,104.9%,174件
17,1450-1499,4610円,104分,105.9%,204件
18,1500-1549,4237円,101分,105.6%,190件
19,1550-1599,5179円,100分,106.9%,204件
20,1600-1649,5151円,99分,106.9%,194件
21,1650-1699,5700円,93分,108.1%,176件
22,1700-1749,4386円,90分,106.5%,195件
23,1750-1799,5417円,84分,108.6%,212件
24,1800-1849,4984円,83分,108%,189件
25,1850-1899,6714円,81分,111.1%,192件
26,1900-1949,6343円,77分,111%,152件
27,1950-1999,5015円,75分,108.9%,160件
28,2000-2049,6734円,71分,112.6%,169件
29,2050-2099,6811円,69分,113.1%,148件
30,2100-2149,7101円,64分,114.7%,171件
31,2150-2199,6692円,60分,114.8%,140件
32,2200-2249,7398円,55分,117.8%,133件
33,2250-2299,6584円,54分,116.1%,138件
34,2300-2349,7277円,49分,119.6%,138件
35,2350-2399,6900円,48分,119.3%,99件
36,2400-2449,7108円,47分,120.3%,118件
37,2450-2499,7712円,44分,123.4%,114件
38,2500-2549,7039円,44分,121.5%,93件
39,2550-2599,8938円,39分,130.2%,94件
40,2600-2649,9509円,37分,133.9%,88件
41,2650-2699,10152円,34分,139.3%,91件
42,2700-2749,10081円,37分,136.5%,102件
43,2750-2799,10990円,32分,145.8%,96件
44,2800-2849,12276円,30分,153.9%,77件
45,2850-2899,13157円,26分,166.9%,80件
46,2900-2949,14148円,24分,178.2%,55件
