,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,5978円,136分,105.9%,50件
1,900-949,7569円,128分,107.9%,47件
2,950-999,6806円,114分,108%,57件
3,1000-1049,4717円,123分,105.1%,87件
4,1050-1099,5564円,123分,106%,79件
5,1100-1149,6924円,121分,107.7%,83件
6,1150-1199,6414円,116分,107.4%,102件
7,1200-1249,4612円,121分,105.1%,103件
8,1250-1299,7411円,116分,108.5%,111件
9,1300-1349,8483円,110分,110.2%,125件
10,1350-1399,6629円,109分,108.1%,124件
11,1400-1449,5120円,106分,106.4%,150件
12,1450-1499,7766円,102分,110.2%,139件
13,1500-1549,7726円,105分,109.8%,151件
14,1550-1599,7712円,95分,110.8%,149件
15,1600-1649,8826円,89分,113.2%,155件
16,1650-1699,8296円,90分,112.3%,128件
17,1700-1749,8548円,90分,112.6%,131件
18,1750-1799,8817円,83分,114.1%,118件
19,1800-1849,7629円,82分,112.5%,126件
20,1850-1899,8119円,83分,113.1%,107件
21,1900-1949,7948円,72分,114.7%,105件
22,1950-1999,8409円,73分,115.3%,99件
23,2000-2049,8249円,70分,115.6%,111件
24,2050-2099,8740円,66分,117.8%,95件
25,2100-2149,10529円,60分,123.2%,79件
26,2150-2199,10495円,63分,122.3%,92件
27,2200-2249,9259円,57分,121.8%,76件
28,2250-2299,11539円,49分,131.2%,63件
29,2300-2349,8380円,49分,122.8%,62件
30,2350-2399,8340円,44分,125.5%,53件
31,2400-2449,8333円,41分,127%,73件
32,2450-2499,10935円,35分,142.1%,74件
33,2500-2549,10725円,35分,141.1%,67件
34,2550-2599,10458円,39分,135.9%,58件
35,2600-2649,10574円,38分,136.9%,50件
36,2650-2699,12281円,33分,149%,55件
37,2700-2749,11625円,32分,148.2%,56件
38,2750-2799,13118円,31分,157.3%,47件
39,2800-2849,12914円,28分,161.6%,57件
40,2850-2899,13313円,25分,172%,49件
41,2900-2949,13190円,23分,177.6%,36件
