,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-188円,146分,99.8%,1357件
1,500-549,-678円,146分,99.4%,1747件
2,550-599,-431円,143分,99.6%,1594件
3,600-649,72円,139分,100.1%,1434件
4,650-699,339円,138分,100.3%,1276件
5,700-749,73円,139分,100.1%,1121件
6,750-799,-3円,137分,100%,1073件
7,800-849,668円,131分,100.7%,1036件
8,850-899,152円,134分,100.2%,926件
9,900-949,1208円,129分,101.2%,880件
10,950-999,1361円,126分,101.4%,791件
11,1000-1049,1740円,124分,101.9%,766件
12,1050-1099,1260円,121分,101.4%,1400件
13,1100-1149,1116円,120分,101.2%,799件
14,1150-1199,1992円,115分,102.3%,820件
15,1200-1249,1801円,115分,102.1%,727件
16,1250-1299,2275円,112分,102.7%,654件
17,1300-1349,2002円,110分,102.4%,617件
18,1350-1399,2482円,108分,103.1%,636件
19,1400-1449,2273円,106分,102.9%,560件
20,1450-1499,2881円,102分,103.8%,550件
21,1500-1549,3457円,99分,104.6%,508件
22,1550-1599,3080円,97分,104.2%,521件
23,1600-1649,3719円,94分,105.3%,577件
24,1650-1699,3448円,90分,105.1%,504件
25,1700-1749,3510円,89分,105.2%,519件
26,1750-1799,4447円,84分,107%,492件
27,1800-1849,4911円,82分,108%,453件
28,1850-1899,4448円,81分,107.3%,417件
29,1900-1949,5278円,76分,109.2%,468件
30,1950-1999,5805円,75分,110.4%,430件
31,2000-2049,4956円,69分,109.6%,415件
32,2050-2099,5305円,66分,110.8%,379件
33,2100-2149,5732円,61分,112.6%,390件
34,2150-2199,6487円,56分,115.4%,405件
35,2200-2249,6558円,54分,116.3%,384件
36,2250-2299,5954円,50分,115.9%,402件
37,2300-2349,6165円,48分,117.2%,352件
38,2350-2399,6526円,46分,118.9%,349件
39,2400-2449,7326円,43分,122.7%,372件
40,2450-2499,6988円,42分,122.2%,314件
41,2500-2549,7680円,40分,125.4%,353件
42,2550-2599,8152円,40分,127.3%,324件
43,2600-2649,8542円,38分,130.1%,303件
44,2650-2699,9059円,37分,133%,270件
45,2700-2749,9037円,34分,135.3%,300件
46,2750-2799,9899円,31分,142.1%,250件
47,2800-2849,11127円,29分,151.8%,259件
48,2850-2899,11815円,25分,163.8%,244件
49,2900-2949,12754円,23分,174.2%,206件
