,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,8949円,108分,111%,738件
1,1400-1449,9143円,107分,111.3%,709件
2,1450-1499,8264円,106分,110.4%,716件
3,1500-1549,8382円,100分,111.2%,677件
4,1550-1599,7655円,97分,110.5%,596件
5,1600-1649,8976円,97分,112.4%,587件
6,1650-1699,8010円,92分,111.6%,602件
7,1700-1749,8635円,90分,112.8%,576件
8,1750-1799,8451円,87分,112.9%,606件
9,1800-1849,8985円,84分,114.3%,532件
10,1850-1899,9550円,81分,115.8%,508件
11,1900-1949,9451円,79分,115.9%,536件
12,1950-1999,9596円,76分,116.8%,509件
13,2000-2049,9308円,72分,117.2%,482件
14,2050-2099,9886円,71分,118.7%,516件
15,2100-2149,9817円,67分,119.7%,506件
16,2150-2199,10121円,63分,121.5%,437件
17,2200-2249,9686円,56分,123%,442件
18,2250-2299,9297円,50分,124.8%,435件
19,2300-2349,9706円,45分,129%,428件
20,2350-2399,10065円,43分,131.1%,402件
21,2400-2449,9810円,42分,131%,404件
22,2450-2499,9912円,41分,132.5%,406件
23,2500-2549,10489円,39分,135.8%,419件
24,2550-2599,11065円,37分,139.6%,372件
25,2600-2649,11231円,36分,141.1%,374件
26,2650-2699,11616円,35分,143.6%,366件
27,2700-2749,11941円,34分,146.7%,334件
28,2750-2799,13064円,31分,155.9%,363件
29,2800-2849,13178円,29分,160.6%,331件
30,2850-2899,13538円,26分,169.3%,307件
31,2900-2949,14481円,24分,181.5%,285件
