,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-2151円,154分,98.1%,269件
1,350-399,-303円,150分,99.7%,453件
2,400-449,-1198円,151分,98.9%,719件
3,450-499,-1286円,150分,98.9%,837件
4,500-549,-152円,145分,99.9%,923件
5,550-599,-243円,143分,99.8%,928件
6,600-649,-80円,140分,99.9%,964件
7,650-699,-33円,141分,100%,987件
8,700-749,-402円,140分,99.6%,960件
9,750-799,138円,137分,100.1%,987件
10,800-849,-59円,135分,99.9%,964件
11,850-899,1071円,131分,101.1%,927件
12,900-949,106円,132分,100.1%,1114件
13,950-999,851円,126分,100.9%,1075件
14,1000-1049,703円,125分,100.7%,1127件
15,1050-1099,1285円,122分,101.4%,975件
16,1100-1149,1238円,119分,101.4%,1001件
17,1150-1199,1281円,120分,101.4%,869件
18,1200-1249,1847円,115分,102.1%,870件
19,1250-1299,1912円,114分,102.2%,760件
20,1300-1349,1369円,110分,101.7%,690件
21,1350-1399,1908円,108分,102.4%,705件
22,1400-1449,2840円,106分,103.6%,668件
23,1450-1499,1996円,104分,102.6%,623件
24,1500-1549,2327円,102分,103.1%,643件
25,1550-1599,3147円,96分,104.4%,654件
26,1600-1649,3186円,93分,104.6%,634件
27,1650-1699,3799円,92分,105.5%,532件
28,1700-1749,3363円,89分,105%,519件
29,1750-1799,3881円,86分,106%,531件
30,1800-1849,3598円,83分,105.8%,508件
31,1850-1899,3766円,79分,106.3%,508件
32,1900-1949,4357円,76分,107.7%,475件
33,1950-1999,4535円,72分,108.3%,452件
34,2000-2049,4269円,68分,108.3%,451件
35,2050-2099,4630円,66分,109.4%,434件
36,2100-2149,4792円,61分,110.4%,430件
37,2150-2199,5188円,61分,111.4%,399件
38,2200-2249,5202円,56分,112.4%,394件
39,2250-2299,5560円,52分,114.4%,378件
40,2300-2349,5848円,49分,115.8%,381件
41,2350-2399,6342円,46分,118.2%,346件
42,2400-2449,6100円,46分,117.7%,327件
43,2450-2499,6425円,44分,119.6%,315件
44,2500-2549,7275円,42分,123.1%,333件
45,2550-2599,7358円,41分,124%,305件
46,2600-2649,8028円,39分,127.7%,280件
47,2650-2699,8685円,36分,131.8%,318件
48,2700-2749,9489円,34分,137.4%,289件
49,2750-2799,9882円,31分,142.7%,306件
50,2800-2849,11094円,29分,151.8%,268件
51,2850-2899,11811円,25分,163%,260件
52,2900-2949,12896円,22分,176.8%,212件
