,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-1417円,154分,98.8%,45件
1,550-599,-458円,146分,99.6%,74件
2,600-649,563円,143分,100.5%,101件
3,650-699,-388円,139分,99.6%,132件
4,700-749,699円,137分,100.7%,129件
5,750-799,763円,135分,100.8%,140件
6,800-849,606円,135分,100.6%,161件
7,850-899,-26円,135分,100%,196件
8,900-949,657円,131分,100.7%,189件
9,950-999,1067円,130分,101.1%,193件
10,1000-1049,2209円,124分,102.4%,260件
11,1050-1099,1732円,122分,101.9%,229件
12,1100-1149,1921円,121分,102.1%,283件
13,1150-1199,1960円,121分,102.2%,267件
14,1200-1249,2134円,115分,102.5%,305件
15,1250-1299,1273円,115分,101.5%,323件
16,1300-1349,2073円,113分,102.4%,312件
17,1350-1399,2496円,108分,103.1%,265件
18,1400-1449,1897円,111分,102.3%,278件
19,1450-1499,2682円,102分,103.5%,293件
20,1500-1549,2237円,102分,102.9%,286件
21,1550-1599,3509円,96分,104.9%,285件
22,1600-1649,2644円,93分,103.8%,275件
23,1650-1699,4423円,90分,106.6%,276件
24,1700-1749,4606円,89分,106.9%,296件
25,1750-1799,3969円,85分,106.2%,246件
26,1800-1849,4060円,83分,106.5%,252件
27,1850-1899,4472円,78分,107.6%,230件
28,1900-1949,4616円,74分,108.3%,230件
29,1950-1999,5644円,72分,110.5%,208件
30,2000-2049,5271円,70分,110.1%,201件
31,2050-2099,5391円,64分,111.3%,187件
32,2100-2149,5580円,63分,111.7%,185件
33,2150-2199,6072円,59分,113.8%,185件
34,2200-2249,5082円,58分,111.7%,175件
35,2250-2299,3600円,58分,108.2%,160件
36,2300-2349,5926円,49分,116.2%,155件
37,2350-2399,5846円,47分,116.4%,152件
38,2400-2449,6297円,45分,118.8%,152件
39,2450-2499,6688円,44分,120.1%,153件
40,2500-2549,6887円,42分,121.8%,127件
41,2550-2599,7124円,40分,123.8%,147件
42,2600-2649,7587円,40分,125.1%,121件
43,2650-2699,8922円,35分,133.7%,127件
44,2700-2749,9734円,34分,138.2%,100件
45,2750-2799,10236円,32分,143%,119件
46,2800-2849,10794円,31分,146.4%,104件
47,2850-2899,12222円,26分,163.4%,100件
48,2900-2949,13652円,22分,181.8%,91件
