,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,4580円,138分,104.4%,60件
1,850-899,6633円,127分,107%,54件
2,900-949,5177円,119分,105.8%,66件
3,950-999,3481円,127分,103.7%,98件
4,1000-1049,4964円,127分,105.2%,105件
5,1050-1099,5697円,123分,106.2%,99件
6,1100-1149,4668円,121分,105.1%,128件
7,1150-1199,3871円,123分,104.2%,124件
8,1200-1249,6510円,118分,107.4%,136件
9,1250-1299,7028円,115分,108.2%,145件
10,1300-1349,5345円,112分,106.4%,154件
11,1350-1399,4619円,109分,105.6%,178件
12,1400-1449,6640円,105分,108.4%,171件
13,1450-1499,6761円,107分,108.4%,174件
14,1500-1549,6673円,99分,109%,172件
15,1550-1599,7612円,92分,111.1%,179件
16,1600-1649,7523円,92分,110.9%,157件
17,1650-1699,7488円,94分,110.6%,163件
18,1700-1749,7386円,87分,111.3%,142件
19,1750-1799,6475円,85分,110.2%,146件
20,1800-1849,7106円,85分,111.1%,135件
21,1850-1899,7110円,77分,112.4%,127件
22,1900-1949,7010円,76分,112.3%,117件
23,1950-1999,7387円,73分,113.5%,129件
24,2000-2049,7961円,70分,115.2%,120件
25,2050-2099,8232円,65分,116.8%,98件
26,2100-2149,9162円,67分,118.2%,109件
27,2150-2199,8124円,60分,118.1%,95件
28,2200-2249,9992円,53分,125.1%,82件
29,2250-2299,7317円,53分,118.5%,79件
30,2300-2349,8328円,46分,124%,71件
31,2350-2399,7440円,44分,122.4%,91件
32,2400-2449,9453円,39分,131.9%,96件
33,2450-2499,9774円,37分,135.2%,78件
34,2500-2549,9276円,42分,129.6%,66件
35,2550-2599,9841円,40分,132.7%,66件
36,2600-2649,11427円,35分,142.9%,69件
37,2650-2699,10787円,34分,142%,70件
38,2700-2749,11603円,34分,146%,61件
39,2750-2799,11616円,31分,149.8%,65件
40,2800-2849,12126円,28分,157.1%,56件
41,2850-2899,11987円,25分,163.9%,52件
42,2900-2949,14468円,24分,181.6%,64件
