,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,2012円,148分,101.8%,1357件
1,500-549,1494円,148分,101.3%,1747件
2,550-599,1704円,145分,101.6%,1594件
3,600-649,2163円,141分,102%,1434件
4,650-699,2423円,140分,102.3%,1276件
5,700-749,2161円,141分,102%,1121件
6,750-799,2036円,138分,102%,1073件
7,800-849,2651円,133分,102.7%,1036件
8,850-899,2170円,136分,102.1%,926件
9,900-949,3183円,131分,103.2%,880件
10,950-999,3279円,127分,103.4%,791件
11,1000-1049,3662円,126分,103.9%,766件
12,1050-1099,3129円,123分,103.4%,1400件
13,1100-1149,2937円,122分,103.2%,799件
14,1150-1199,3783円,117分,104.3%,820件
15,1200-1249,3557円,116分,104.1%,727件
16,1250-1299,4025円,114分,104.7%,654件
17,1300-1349,3704円,111分,104.4%,617件
18,1350-1399,4160円,109分,105.1%,636件
19,1400-1449,3916円,107分,104.9%,560件
20,1450-1499,4480円,103分,105.8%,550件
21,1500-1549,5031円,101分,106.7%,508件
22,1550-1599,4610円,98分,106.2%,521件
23,1600-1649,5212円,95分,107.3%,577件
24,1650-1699,4880円,91分,107.1%,504件
25,1700-1749,4923円,90分,107.3%,519件
26,1750-1799,5828円,86分,109.1%,492件
27,1800-1849,6267円,83分,110.1%,453件
28,1850-1899,5760円,82分,109.4%,417件
29,1900-1949,6559円,77分,111.3%,468件
30,1950-1999,7083円,76分,112.5%,430件
31,2000-2049,6096円,70分,111.6%,415件
32,2050-2099,6401円,67分,112.8%,379件
33,2100-2149,6752円,62分,114.6%,390件
34,2150-2199,7465円,57分,117.4%,405件
35,2200-2249,7507円,54分,118.4%,384件
36,2250-2299,6806円,51分,118%,402件
37,2300-2349,6978円,49分,119.1%,352件
38,2350-2399,7328円,47分,120.9%,349件
39,2400-2449,8108円,44分,124.8%,372件
40,2450-2499,7768円,43分,124.2%,314件
41,2500-2549,8335円,41分,127.2%,353件
42,2550-2599,8806円,40分,129.1%,324件
43,2600-2649,9196円,38分,132%,303件
44,2650-2699,9713円,37分,134.8%,270件
45,2700-2749,9691円,35分,137.3%,300件
46,2750-2799,10553円,32分,144%,250件
47,2800-2849,11781円,29分,153.7%,259件
48,2850-2899,12469円,25分,165.7%,244件
49,2900-2949,13408円,24分,176.1%,206件
