,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,9688円,101分,112.8%,13件
1,1550-1599,11584円,100分,115.4%,21件
2,1600-1649,8996円,105分,111.5%,23件
3,1650-1699,11483円,91分,116.8%,33件
4,1700-1749,11113円,96分,115.5%,21件
5,1750-1799,10311円,96分,114.4%,26件
6,1800-1849,11591円,77分,120.1%,24件
7,1850-1899,11091円,77分,119.2%,27件
8,1900-1949,6968円,71分,113%,20件
9,1950-1999,11548円,75分,120.5%,26件
10,2000-2049,11576円,70分,122.1%,38件
11,2050-2099,12559円,64分,126%,31件
12,2100-2149,9354円,64分,119.6%,31件
13,2150-2199,10684円,59分,124.1%,32件
14,2200-2249,11676円,49分,132.1%,23件
15,2250-2299,10395円,47分,129.6%,27件
16,2300-2349,10364円,41分,133.9%,33件
17,2350-2399,12060円,45分,135.8%,34件
18,2400-2449,8154円,45分,124.3%,34件
19,2450-2499,8332円,45分,124.7%,23件
20,2500-2549,9430円,41分,130.7%,33件
21,2550-2599,8839円,41分,128.6%,39件
22,2600-2649,9692円,37分,134.5%,31件
23,2650-2699,10540円,35分,139.9%,22件
24,2700-2749,12193円,32分,150.6%,26件
25,2750-2799,11715円,32分,148.3%,21件
26,2800-2849,12841円,27分,163.5%,19件
27,2850-2899,13263円,26分,168.3%,23件
28,2900-2949,15382円,24分,184%,23件
