,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,450円,149分,100.4%,1644件
1,450-499,-174円,150分,99.8%,2079件
2,500-549,99円,148分,100.1%,1887件
3,550-599,535円,144分,100.5%,1736件
4,600-649,834円,143分,100.8%,1525件
5,650-699,519円,143分,100.5%,1344件
6,700-749,659円,140分,100.6%,1288件
7,750-799,1175円,135分,101.2%,1239件
8,800-849,730円,138分,100.7%,1097件
9,850-899,1491円,134分,101.5%,1078件
10,900-949,1976円,130分,102%,951件
11,950-999,2328円,128分,102.4%,929件
12,1000-1049,1548円,126分,101.6%,1661件
13,1050-1099,1411円,125分,101.5%,945件
14,1100-1149,2295円,120分,102.6%,1007件
15,1150-1199,2042円,119分,102.3%,846件
16,1200-1249,2538円,117分,102.9%,781件
17,1250-1299,2363円,113分,102.8%,747件
18,1300-1349,2954円,111分,103.5%,771件
19,1350-1399,2633円,109分,103.2%,670件
20,1400-1449,3289円,106分,104.1%,673件
21,1450-1499,4025円,103分,105.2%,620件
22,1500-1549,3289円,102分,104.3%,628件
23,1550-1599,3764円,98分,105.1%,670件
24,1600-1649,3752円,94分,105.3%,609件
25,1650-1699,3859円,92分,105.6%,614件
26,1700-1749,4556円,88分,106.9%,588件
27,1750-1799,5045円,86分,107.8%,564件
28,1800-1849,4496円,85分,107%,504件
29,1850-1899,5112円,80分,108.5%,551件
30,1900-1949,5784円,79分,109.7%,515件
31,1950-1999,5166円,73分,109.5%,505件
32,2000-2049,5365円,71分,110.1%,457件
33,2050-2099,5407円,66分,110.9%,463件
34,2100-2149,6191円,61分,113.4%,470件
35,2150-2199,6451円,58分,114.8%,460件
36,2200-2249,5565円,55分,113.6%,465件
37,2250-2299,6356円,52分,116.3%,439件
38,2300-2349,6478円,50分,117.3%,429件
39,2350-2399,7004円,46分,120.4%,444件
40,2400-2449,6657円,45分,119.9%,370件
41,2450-2499,7277円,43分,122.8%,429件
42,2500-2549,7675円,42分,124.1%,376件
43,2550-2599,8331円,40分,128.1%,379件
44,2600-2649,8640円,39分,129.3%,334件
45,2650-2699,8621円,37分,131.4%,367件
46,2700-2749,9446円,35分,136.3%,306件
47,2750-2799,10556円,31分,144.8%,325件
48,2800-2849,11258円,28分,153.3%,310件
49,2850-2899,12148円,26分,161.6%,278件
50,2900-2949,13300円,23分,175.9%,183件
