,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,6316円,118分,107.2%,148件
1,1350-1399,6086円,109分,107.5%,163件
2,1400-1449,5537円,111分,106.6%,193件
3,1450-1499,6371円,107分,107.9%,180件
4,1500-1549,6554円,104分,108.4%,150件
5,1550-1599,5957円,105分,107.6%,158件
6,1600-1649,6671円,97分,109.2%,157件
7,1650-1699,6587円,96分,109.1%,178件
8,1700-1749,8183円,89分,112.3%,181件
9,1750-1799,5313円,90分,107.9%,156件
10,1800-1849,8711円,83分,114.1%,164件
11,1850-1899,8062円,81分,113.2%,156件
12,1900-1949,7173円,78分,112.3%,131件
13,1950-1999,6841円,74分,112.3%,137件
14,2000-2049,7436円,68分,114.5%,127件
15,2050-2099,8364円,66分,117%,139件
16,2100-2149,8189円,64分,117.1%,102件
17,2150-2199,9131円,60分,120.3%,112件
18,2200-2249,7959円,53分,119.9%,94件
19,2250-2299,8588円,53分,121.4%,100件
20,2300-2349,7461円,49分,120.2%,96件
21,2350-2399,8217円,46分,123.6%,104件
22,2400-2449,7132円,50分,119%,94件
23,2450-2499,9109円,43分,128.3%,87件
24,2500-2549,9170円,43分,128.7%,92件
25,2550-2599,9275円,41分,130%,90件
26,2600-2649,9401円,40分,131%,85件
27,2650-2699,10601円,35分,140.1%,69件
28,2700-2749,10487円,35分,140.2%,86件
29,2750-2799,11609円,34分,145.9%,75件
30,2800-2849,12867円,29分,158.9%,71件
31,2850-2899,13399円,27分,167.3%,52件
32,2900-2949,14872円,24分,182.9%,63件
