,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,6795円,109分,108.3%,738件
1,1450-1499,6175円,107分,107.7%,759件
2,1500-1549,6171円,104分,107.9%,782件
3,1550-1599,6091円,100分,108.1%,752件
4,1600-1649,6432円,97分,108.8%,733件
5,1650-1699,7084円,94分,110.1%,705件
6,1700-1749,7275円,92分,110.6%,689件
7,1750-1799,6726円,90分,110%,612件
8,1800-1849,6997円,85分,111%,641件
9,1850-1899,7667円,85分,112.1%,611件
10,1900-1949,7130円,78分,112.1%,597件
11,1950-1999,7459円,77分,113%,562件
12,2000-2049,7006円,72分,112.9%,551件
13,2050-2099,7862円,67分,115.6%,564件
14,2100-2149,7971円,64分,116.5%,559件
15,2150-2199,6891円,60分,115.3%,553件
16,2200-2249,7702円,58分,117.7%,525件
17,2250-2299,7635円,55分,118.4%,517件
18,2300-2349,7920円,51分,120.7%,529件
19,2350-2399,7494円,49分,120.4%,439件
20,2400-2449,7752円,47分,121.9%,486件
21,2450-2499,8522円,46分,124.8%,453件
22,2500-2549,9047円,43分,127.8%,449件
23,2550-2599,9641円,42分,130.4%,417件
24,2600-2649,9420円,40分,131.3%,444件
25,2650-2699,10321円,38分,135.9%,368件
26,2700-2749,11241円,36分,141.9%,388件
27,2750-2799,11865円,33分,148.2%,366件
28,2800-2849,12568円,31分,154%,327件
29,2850-2899,13768円,28分,165.7%,243件
30,2900-2949,14657円,24分,182.1%,189件
