,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2987円,137分,102.9%,1804件
1,850-899,3350円,136分,103.3%,1825件
2,900-949,3286円,132分,103.3%,1647件
3,950-999,3488円,128分,103.6%,1906件
4,1000-1049,3723円,127分,103.9%,1946件
5,1050-1099,4093円,124分,104.4%,1830件
6,1100-1149,4318円,122分,104.7%,1803件
7,1150-1199,4249円,122分,104.6%,1695件
8,1200-1249,3829円,119分,104.3%,1703件
9,1250-1299,4247円,115分,104.9%,1586件
10,1300-1349,4552円,111分,105.5%,1543件
11,1350-1399,4858円,111分,105.8%,1447件
12,1400-1449,4395円,108分,105.4%,1449件
13,1450-1499,5090円,104分,106.5%,1460件
14,1500-1549,4755円,102分,106.2%,1445件
15,1550-1599,4860円,98分,106.6%,1348件
16,1600-1649,4979円,97分,106.9%,1284件
17,1650-1699,5473円,95分,107.7%,1324件
18,1700-1749,5651円,90分,108.4%,1254件
19,1750-1799,5723円,88分,108.6%,1272件
20,1800-1849,5909円,86分,109.2%,1245件
21,1850-1899,5821円,83分,109.3%,1188件
22,1900-1949,6372円,79分,110.7%,1139件
23,1950-1999,6305円,75分,111.2%,1180件
24,2000-2049,6012円,71分,111.3%,1112件
25,2050-2099,5962円,67分,111.9%,1071件
26,2100-2149,6625円,63分,113.9%,1049件
27,2150-2199,6731円,61分,114.8%,1005件
28,2200-2249,6613円,57分,115.4%,977件
29,2250-2299,6758円,54分,116.8%,988件
30,2300-2349,7024円,50分,118.7%,967件
31,2350-2399,7123円,47分,120.1%,940件
32,2400-2449,7287円,46分,121.2%,877件
33,2450-2499,8003円,44分,124.5%,873件
34,2500-2549,8096円,43分,125.3%,852件
35,2550-2599,8476円,41分,127.3%,810件
36,2600-2649,9023円,39分,131%,847件
37,2650-2699,9583円,37分,134.2%,779件
38,2700-2749,9545円,37分,134.3%,655件
