,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-1645円,154分,98.6%,45件
1,550-599,-675円,146分,99.4%,74件
2,600-649,345円,143分,100.3%,101件
3,650-699,-596円,139分,99.4%,132件
4,700-749,492円,137分,100.5%,129件
5,750-799,557円,135分,100.6%,140件
6,800-849,400円,135分,100.4%,161件
7,850-899,-229円,135分,99.8%,196件
8,900-949,459円,131分,100.5%,189件
9,950-999,868円,129分,100.9%,193件
10,1000-1049,2014円,124分,102.2%,260件
11,1050-1099,1541円,122分,101.7%,229件
12,1100-1149,1733円,121分,101.9%,283件
13,1150-1199,1770円,121分,101.9%,267件
14,1200-1249,1955円,115分,102.3%,305件
15,1250-1299,1098円,114分,101.3%,323件
16,1300-1349,1897円,113分,102.2%,312件
17,1350-1399,2326円,108分,102.9%,265件
18,1400-1449,1726円,110分,102.1%,278件
19,1450-1499,2523円,102分,103.3%,293件
20,1500-1549,2078円,102分,102.7%,286件
21,1550-1599,3355円,96分,104.7%,285件
22,1600-1649,2502円,93分,103.6%,275件
23,1650-1699,4273円,90分,106.3%,276件
24,1700-1749,4457円,89分,106.7%,296件
25,1750-1799,3831円,85分,106%,246件
26,1800-1849,3927円,83分,106.3%,252件
27,1850-1899,4344円,78分,107.4%,230件
28,1900-1949,4494円,74分,108.1%,230件
29,1950-1999,5522円,72分,110.3%,208件
30,2000-2049,5154円,70分,109.9%,201件
31,2050-2099,5283円,64分,111.1%,187件
32,2100-2149,5472円,63分,111.5%,185件
33,2150-2199,5970円,59分,113.6%,185件
34,2200-2249,4985円,58分,111.5%,175件
35,2250-2299,3511円,58分,108%,160件
36,2300-2349,5843円,49分,116%,155件
37,2350-2399,5764円,47分,116.2%,152件
38,2400-2449,6218円,45分,118.5%,152件
39,2450-2499,6609円,44分,119.9%,153件
40,2500-2549,6808円,42分,121.6%,127件
41,2550-2599,7044円,40分,123.6%,147件
42,2600-2649,7507円,40分,124.9%,121件
43,2650-2699,8842円,35分,133.4%,127件
44,2700-2749,9654円,34分,138%,100件
45,2750-2799,10156円,32分,142.7%,119件
46,2800-2849,10714円,31分,146.1%,104件
47,2850-2899,12143円,26分,163.2%,100件
48,2900-2949,13572円,22分,181.5%,91件
