,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,7171円,100分,109.5%,329件
1,1550-1599,8217円,100分,111%,345件
2,1600-1649,8157円,96分,111.4%,290件
3,1650-1699,7871円,95分,111.1%,304件
4,1700-1749,8311円,91分,112.2%,324件
5,1750-1799,7923円,87分,112.1%,320件
6,1800-1849,8078円,87分,112.4%,314件
7,1850-1899,8267円,82分,113.4%,240件
8,1900-1949,8352円,78分,114.3%,255件
9,1950-1999,9082円,75分,116.1%,251件
10,2000-2049,9594円,72分,117.8%,254件
11,2050-2099,8268円,69分,116.1%,242件
12,2100-2149,8937円,66分,118.2%,230件
13,2150-2199,8972円,60分,120%,227件
14,2200-2249,8671円,54分,121.3%,232件
15,2250-2299,8742円,51分,123.1%,207件
16,2300-2349,9285円,46分,126.7%,203件
17,2350-2399,9136円,46分,126.4%,187件
18,2400-2449,9179円,43分,128.2%,187件
19,2450-2499,10213円,41分,133%,171件
20,2500-2549,10137円,42分,132.1%,177件
21,2550-2599,10867円,41分,135.4%,159件
22,2600-2649,11014円,40分,136.9%,164件
23,2650-2699,11191円,37分,140.2%,157件
24,2700-2749,11680円,36分,143.8%,158件
25,2750-2799,12337円,33分,149.7%,136件
26,2800-2849,13187円,30分,157.9%,125件
27,2850-2899,13987円,28分,167.8%,157件
28,2900-2949,14816円,24分,183.2%,128件
