,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,4355円,116分,105%,2234件
1,1300-1349,4422円,114分,105.2%,2274件
2,1350-1399,5034円,110分,106.1%,2128件
3,1400-1449,5172円,109分,106.3%,2150件
4,1450-1499,5051円,106分,106.3%,1995件
5,1500-1549,5350円,102分,107%,2020件
6,1550-1599,5718円,101分,107.6%,1925件
7,1600-1649,5128円,97分,107%,1894件
8,1650-1699,5610円,94分,108%,1804件
9,1700-1749,5709円,91分,108.3%,1804件
10,1750-1799,5240円,88分,108%,1732件
11,1800-1849,5447円,84分,108.6%,1697件
12,1850-1899,5756円,81分,109.5%,1721件
13,1900-1949,6100円,79分,110.3%,1624件
14,1950-1999,5728円,76分,110.1%,1619件
15,2000-2049,6344円,73分,111.6%,1587件
16,2050-2099,6282円,70分,112%,1463件
17,2100-2149,6085円,66分,112.2%,1448件
18,2150-2199,6788円,64分,114.2%,1441件
19,2200-2249,6654円,59分,115%,1422件
20,2250-2299,6671円,56分,115.8%,1324件
21,2300-2349,6834円,52分,117.4%,1348件
22,2350-2399,7239円,49分,119.6%,1247件
23,2400-2449,7661円,47分,121.7%,1269件
24,2450-2499,7958円,46分,123.2%,1190件
25,2500-2549,8661円,44分,126.3%,1088件
26,2550-2599,9017円,42分,129%,880件
27,2600-2649,9430円,40分,131.3%,781件
28,2650-2699,9978円,38分,135.2%,584件
29,2700-2749,11039円,36分,141.1%,481件
30,2750-2799,11568円,33分,147.1%,379件
31,2800-2849,12798円,30分,156.4%,333件
32,2850-2899,13307円,28分,163.9%,258件
33,2900-2949,14256円,25分,177.2%,177件
