,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,6669円,120分,107.4%,66件
1,950-999,5015円,128分,105.2%,98件
2,1000-1049,6561円,129分,106.8%,105件
3,1050-1099,7280円,125分,107.8%,99件
4,1100-1149,6179円,123分,106.7%,128件
5,1150-1199,5358円,124分,105.8%,124件
6,1200-1249,8069円,119分,109%,136件
7,1250-1299,8545円,116分,109.8%,145件
8,1300-1349,6768円,113分,108%,154件
9,1350-1399,5990円,110分,107.2%,178件
10,1400-1449,8014円,106分,110.1%,171件
11,1450-1499,8196円,109分,110.1%,174件
12,1500-1549,7981円,100分,110.6%,172件
13,1550-1599,8857円,93分,112.7%,179件
14,1600-1649,8778円,93分,112.5%,157件
15,1650-1699,8757円,95分,112.3%,163件
16,1700-1749,8571円,88分,112.9%,142件
17,1750-1799,7588円,86分,111.8%,146件
18,1800-1849,8249円,86分,112.8%,135件
19,1850-1899,8142円,78分,114%,127件
20,1900-1949,8036円,77分,113.9%,117件
21,1950-1999,8368円,74分,115.1%,129件
22,2000-2049,8937円,71分,116.9%,120件
23,2050-2099,9164円,66分,118.5%,98件
24,2100-2149,10161円,68分,120%,109件
25,2150-2199,8972円,60分,119.8%,95件
26,2200-2249,10806円,54分,126.8%,82件
27,2250-2299,8026円,53分,120.1%,79件
28,2300-2349,9002円,47分,125.7%,71件
29,2350-2399,8082円,45分,124%,91件
30,2400-2449,10081円,40分,133.6%,96件
31,2450-2499,10396円,38分,136.9%,78件
32,2500-2549,9897円,42分,131.2%,66件
33,2550-2599,10463円,41分,134.2%,66件
34,2600-2649,12048円,36分,144.6%,69件
35,2650-2699,11409円,35分,143.7%,70件
36,2700-2749,12224円,34分,147.7%,61件
37,2750-2799,12238円,32分,151.6%,65件
38,2800-2849,12747円,29分,158.9%,56件
39,2850-2899,12609円,26分,165.7%,52件
40,2900-2949,15090円,24分,183.2%,64件
