,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,4550円,118分,105.1%,1065件
1,1250-1299,5151円,117分,105.9%,1073件
2,1300-1349,5297円,114分,106.2%,992件
3,1350-1399,5028円,112分,106%,938件
4,1400-1449,5629円,108分,106.9%,990件
5,1450-1499,6124円,104分,107.8%,995件
6,1500-1549,5497円,102分,107.2%,900件
7,1550-1599,6214円,101分,108.2%,760件
8,1600-1649,5842円,98分,107.9%,778件
9,1650-1699,6152円,95分,108.6%,786件
10,1700-1749,5587円,91分,108.1%,739件
11,1750-1799,6074円,88分,109.2%,768件
12,1800-1849,6307円,85分,109.9%,700件
13,1850-1899,6739円,81分,111%,680件
14,1900-1949,6328円,76分,111.1%,677件
15,1950-1999,6410円,76分,111.3%,619件
16,2000-2049,6458円,71分,112.1%,634件
17,2050-2099,6250円,70分,111.8%,594件
18,2100-2149,6925円,66分,114%,586件
19,2150-2199,7460円,61分,116.2%,573件
20,2200-2249,7133円,60分,115.9%,578件
21,2250-2299,7022円,55分,116.9%,501件
22,2300-2349,7494円,52分,119%,514件
23,2350-2399,7084円,50分,119.1%,463件
24,2400-2449,7618円,47分,121.6%,474件
25,2450-2499,8050円,45分,123.8%,460件
26,2500-2549,8457円,44分,125.6%,437件
27,2550-2599,9112円,42分,128.7%,469件
28,2600-2649,10026円,39分,134.2%,437件
29,2650-2699,10242円,37分,136.7%,471件
30,2700-2749,11197円,35分,142.1%,400件
31,2750-2799,11666円,33分,146.6%,381件
32,2800-2849,12688円,30分,156.2%,355件
33,2850-2899,13455円,27分,166.4%,327件
34,2900-2949,14601円,24分,180.8%,252件
