,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,7674円,114分,109%,154件
1,1350-1399,6864円,111分,108.2%,178件
2,1400-1449,8890円,107分,111.1%,171件
3,1450-1499,9111円,109分,111.1%,174件
4,1500-1549,8815円,101分,111.6%,172件
5,1550-1599,9650円,94分,113.7%,179件
6,1600-1649,9577円,94分,113.6%,157件
7,1650-1699,9565円,96分,113.3%,163件
8,1700-1749,9326円,89分,114%,142件
9,1750-1799,8297円,86分,112.8%,146件
10,1800-1849,8977円,87分,113.8%,135件
11,1850-1899,8800円,78分,115%,127件
12,1900-1949,8690円,78分,114.9%,117件
13,1950-1999,8993円,74分,116.1%,129件
14,2000-2049,9559円,71分,117.9%,120件
15,2050-2099,9758円,67分,119.5%,98件
16,2100-2149,10797円,68分,121%,109件
17,2150-2199,9513円,61分,120.8%,95件
18,2200-2249,11324円,54分,127.8%,82件
19,2250-2299,8477円,54分,121%,79件
20,2300-2349,9432円,47分,126.7%,71件
21,2350-2399,8491円,45分,125.1%,91件
22,2400-2449,10481円,40分,134.6%,96件
23,2450-2499,10792円,38分,137.9%,78件
24,2500-2549,10293円,43分,132.2%,66件
25,2550-2599,10859円,41分,135.2%,66件
26,2600-2649,12444円,36分,145.6%,69件
27,2650-2699,11805円,35分,144.8%,70件
28,2700-2749,12620円,35分,148.7%,61件
29,2750-2799,12634円,32分,152.7%,65件
30,2800-2849,13143円,29分,160%,56件
31,2850-2899,13005円,26分,166.9%,52件
32,2900-2949,15485円,25分,184.1%,64件
