,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,1785円,128分,101.9%,21件
1,850-899,2779円,146分,102.5%,37件
2,900-949,5595円,125分,106%,30件
3,950-999,2554円,129分,102.6%,40件
4,1000-1049,3766円,133分,103.8%,35件
5,1050-1099,5131円,128分,105.3%,56件
6,1100-1149,4034円,121分,104.5%,58件
7,1150-1199,4192円,119分,104.7%,69件
8,1200-1249,5014円,119分,105.6%,78件
9,1250-1299,4639円,117分,105.3%,87件
10,1300-1349,4184円,110分,105.1%,74件
11,1350-1399,5138円,110分,106.2%,86件
12,1400-1449,4731円,106分,106%,80件
13,1450-1499,4637円,101分,106.1%,89件
14,1500-1549,3708円,101分,104.9%,101件
15,1550-1599,4851円,98分,106.6%,99件
16,1600-1649,5419円,93分,107.8%,126件
17,1650-1699,5572円,92分,108.1%,107件
18,1700-1749,6201円,92分,109%,116件
19,1750-1799,6590円,89分,109.8%,103件
20,1800-1849,5679円,84分,109%,90件
21,1850-1899,6028円,79分,110.1%,126件
22,1900-1949,5601円,76分,109.9%,115件
23,1950-1999,5004円,75分,108.9%,103件
24,2000-2049,7671円,69分,114.8%,107件
25,2050-2099,5415円,67分,110.8%,75件
26,2100-2149,5196円,65分,110.6%,87件
27,2150-2199,6149円,64分,112.8%,68件
28,2200-2249,6163円,59分,113.9%,70件
29,2250-2299,6233円,53分,115.8%,73件
30,2300-2349,7868円,48分,121.8%,76件
31,2350-2399,7530円,45分,122.3%,61件
32,2400-2449,6454円,47分,118.5%,63件
33,2450-2499,7838円,44分,123.5%,67件
34,2500-2549,7725円,43分,124.1%,56件
35,2550-2599,8228円,42分,126.1%,68件
36,2600-2649,8206円,43分,125.6%,62件
37,2650-2699,9375円,37分,133.8%,53件
38,2700-2749,10591円,35分,140.6%,47件
39,2750-2799,10630円,31分,145.2%,44件
40,2800-2849,12213円,28分,158.2%,46件
41,2850-2899,12998円,28分,162.6%,59件
42,2900-2949,13762円,23分,178.1%,52件
