,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,-155円,138分,99.8%,42件
1,750-799,1487円,135分,101.5%,56件
2,800-849,815円,129分,100.8%,82件
3,850-899,1993円,132分,102%,75件
4,900-949,739円,126分,100.8%,83件
5,950-999,1314円,132分,101.3%,91件
6,1000-1049,576円,126分,100.6%,111件
7,1050-1099,1013円,123分,101.1%,99件
8,1100-1149,1913円,119分,102.1%,119件
9,1150-1199,2764円,114分,103.2%,145件
10,1200-1249,1549円,116分,101.8%,128件
11,1250-1299,2469円,115分,102.9%,160件
12,1300-1349,2395円,114分,102.8%,148件
13,1350-1399,2479円,106分,103.1%,163件
14,1400-1449,1902円,108分,102.3%,193件
15,1450-1499,2798円,104分,103.6%,180件
16,1500-1549,3081円,101分,104.1%,150件
17,1550-1599,2461円,102分,103.2%,158件
18,1600-1649,3415円,94分,104.8%,157件
19,1650-1699,3352円,93分,104.8%,178件
20,1700-1749,5020円,86分,107.8%,181件
21,1750-1799,2453円,87分,103.7%,156件
22,1800-1849,5679円,80分,109.5%,164件
23,1850-1899,5171円,79分,108.8%,156件
24,1900-1949,4468円,76分,107.9%,131件
25,1950-1999,4293円,72分,107.9%,137件
26,2000-2049,5059円,66分,110.2%,127件
27,2050-2099,5954円,64分,112.5%,139件
28,2100-2149,5869円,62分,112.6%,102件
29,2150-2199,6858円,58分,115.8%,112件
30,2200-2249,5964円,51分,115.4%,94件
31,2250-2299,6559円,52分,116.9%,100件
32,2300-2349,5708円,48分,116%,96件
33,2350-2399,6467円,45分,119.2%,104件
34,2400-2449,5416円,48分,114.9%,94件
35,2450-2499,7392円,41分,123.8%,87件
36,2500-2549,7453円,41分,124.2%,92件
37,2550-2599,7558円,40分,125.4%,90件
38,2600-2649,7684円,39分,126.3%,85件
39,2650-2699,8885円,34分,135.1%,69件
40,2700-2749,8770円,33分,135.1%,86件
41,2750-2799,9892円,32分,141%,75件
42,2800-2849,11151円,28分,153.8%,71件
43,2850-2899,11682円,25分,162.3%,52件
44,2900-2949,13155円,22分,178.3%,63件
