,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,837円,144分,100.8%,299件
1,500-549,-68円,147分,99.9%,501件
2,550-599,-312円,145分,99.7%,594件
3,600-649,850円,138分,100.8%,637件
4,650-699,584円,139分,100.6%,635件
5,700-749,571円,135分,100.6%,665件
6,750-799,764円,136分,100.7%,658件
7,800-849,595円,135分,100.6%,690件
8,850-899,1145円,131分,101.2%,688件
9,900-949,793円,130分,100.8%,650件
10,950-999,1940円,126分,102.1%,623件
11,1000-1049,878円,128分,100.9%,742件
12,1050-1099,1592円,120分,101.8%,745件
13,1100-1149,1484円,120分,101.6%,797件
14,1150-1199,2122円,118分,102.4%,673件
15,1200-1249,2124円,112分,102.5%,686件
16,1250-1299,2404円,115分,102.8%,632件
17,1300-1349,2527円,111分,103%,588件
18,1350-1399,2779円,110分,103.4%,515件
19,1400-1449,2161円,104分,102.8%,475件
20,1450-1499,2963円,101分,103.9%,498件
21,1500-1549,3427円,100分,104.6%,428件
22,1550-1599,2935円,99分,104%,425件
23,1600-1649,3713円,94分,105.3%,466件
24,1650-1699,3919円,90分,105.8%,455件
25,1700-1749,3840円,88分,105.8%,444件
26,1750-1799,4343円,86分,106.8%,353件
27,1800-1849,4428円,82分,107.2%,377件
28,1850-1899,4667円,80分,107.8%,346件
29,1900-1949,4849円,76分,108.5%,359件
30,1950-1999,4385円,73分,108%,344件
31,2000-2049,5279円,69分,110.2%,317件
32,2050-2099,5350円,66分,110.9%,316件
33,2100-2149,5290円,61分,111.6%,318件
34,2150-2199,5369円,58分,112.3%,295件
35,2200-2249,5847円,54分,114.5%,296件
36,2250-2299,6184円,52分,115.8%,278件
37,2300-2349,5579円,49分,115.3%,263件
38,2350-2399,6452円,45分,119.2%,254件
39,2400-2449,6895円,44分,120.8%,251件
40,2450-2499,7455円,44分,122.8%,229件
41,2500-2549,7552円,42分,123.8%,228件
42,2550-2599,7786円,40分,125.9%,232件
43,2600-2649,8415円,38分,129.2%,225件
44,2650-2699,8753円,36分,132.3%,208件
45,2700-2749,9570円,34分,137.4%,190件
46,2750-2799,10236円,31分,143.5%,219件
47,2800-2849,11279円,28分,153.3%,203件
48,2850-2899,11820円,25分,163.4%,213件
49,2900-2949,12957円,22分,177.2%,164件
