,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,3800円,127分,104%,25件
1,1100-1149,3919円,119分,104.4%,34件
2,1150-1199,6043円,128分,106.3%,29件
3,1200-1249,5953円,120分,106.6%,54件
4,1250-1299,6339円,109分,107.8%,48件
5,1300-1349,5333円,114分,106.3%,48件
6,1350-1399,4249円,106分,105.3%,54件
7,1400-1449,6638円,104分,108.5%,75件
8,1450-1499,7343円,101分,109.7%,62件
9,1500-1549,5797円,103分,107.5%,61件
10,1550-1599,4616円,94分,106.6%,64件
11,1600-1649,5270円,92分,107.6%,59件
12,1650-1699,6369円,94分,109.1%,72件
13,1700-1749,6688円,89分,110%,56件
14,1750-1799,5067円,83分,108.2%,73件
15,1800-1849,5736円,83分,109.2%,67件
16,1850-1899,6314円,75分,111.2%,58件
17,1900-1949,6603円,73分,112%,77件
18,1950-1999,7405円,74分,113.4%,79件
19,2000-2049,5245円,67分,110.4%,64件
20,2050-2099,7283円,65分,114.9%,81件
21,2100-2149,6503円,65分,113.3%,82件
22,2150-2199,5362円,58分,112.3%,69件
23,2200-2249,6955円,54分,117.1%,69件
24,2250-2299,6667円,55分,116.3%,67件
25,2300-2349,6581円,49分,117.8%,73件
26,2350-2399,7428円,45分,122%,48件
27,2400-2449,5909円,47分,116.9%,50件
28,2450-2499,6002円,47分,117%,54件
29,2500-2549,8122円,40分,127%,48件
30,2550-2599,9429円,35分,135.6%,29件
31,2600-2649,9729円,36分,136.3%,42件
32,2650-2699,8937円,36分,133.6%,36件
33,2700-2749,9858円,34分,138.5%,41件
34,2750-2799,10407円,33分,141.6%,48件
35,2800-2849,12247円,28分,158.3%,34件
36,2850-2899,12939円,26分,167.2%,25件
37,2900-2949,14144円,24分,180.1%,40件
