,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2714円,139分,102.6%,1633件
1,850-899,3236円,134分,103.2%,1597件
2,900-949,3073円,132分,103.1%,1616件
3,950-999,3710円,130分,103.8%,1472件
4,1000-1049,3707円,127分,103.9%,1455件
5,1050-1099,3774円,126分,104%,1274件
6,1100-1149,3776円,123分,104.1%,1241件
7,1150-1199,3860円,123分,104.2%,1110件
8,1200-1249,3634円,117分,104.1%,1065件
9,1250-1299,4226円,116分,104.9%,1073件
10,1300-1349,4395円,113分,105.2%,992件
11,1350-1399,4143円,111分,105%,938件
12,1400-1449,4758円,108分,105.9%,990件
13,1450-1499,5277円,103分,106.8%,995件
14,1500-1549,4678円,102分,106.1%,900件
15,1550-1599,5391円,100分,107.2%,760件
16,1600-1649,5051円,97分,106.9%,778件
17,1650-1699,5374円,94分,107.6%,786件
18,1700-1749,4857円,91分,107.1%,739件
19,1750-1799,5356円,88分,108.1%,768件
20,1800-1849,5611円,84分,108.9%,700件
21,1850-1899,6057円,81分,110%,680件
22,1900-1949,5702円,76分,110%,677件
23,1950-1999,5788円,75分,110.3%,619件
24,2000-2049,5871円,71分,111.1%,634件
25,2050-2099,5676円,70分,110.8%,594件
26,2100-2149,6368円,65分,113%,586件
27,2150-2199,6926円,61分,115.2%,573件
28,2200-2249,6627円,59分,114.9%,578件
29,2250-2299,6556円,55分,115.9%,501件
30,2300-2349,7039円,52分,118%,514件
31,2350-2399,6659円,49分,118.1%,463件
32,2400-2449,7198円,47分,120.6%,474件
33,2450-2499,7632円,45分,122.7%,460件
34,2500-2549,8038円,44分,124.5%,437件
35,2550-2599,8693円,42分,127.6%,469件
36,2600-2649,9607円,39分,133.1%,437件
37,2650-2699,9824円,37分,135.6%,471件
38,2700-2749,10778円,35分,140.9%,400件
39,2750-2799,11248円,33分,145.4%,381件
40,2800-2849,12270円,30分,155%,355件
41,2850-2899,13037円,27分,165.2%,327件
42,2900-2949,14182円,24分,179.7%,252件
