,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-1231円,158分,99%,6231件
1,250-299,-1079円,153分,99.1%,4993件
2,300-349,-923円,155分,99.2%,4300件
3,350-399,-617円,153分,99.5%,4241件
4,400-449,-504円,150分,99.6%,4097件
5,450-499,-526円,148分,99.5%,4002件
6,500-549,-110円,145分,99.9%,3908件
7,550-599,-15円,144分,100%,3888件
8,600-649,95円,141分,100.1%,3853件
9,650-699,167円,141分,100.2%,3800件
10,700-749,346円,139分,100.3%,3688件
11,750-799,290円,135分,100.3%,4001件
12,800-849,730円,134分,100.7%,4159件
13,850-899,774円,131分,100.8%,3906件
14,900-949,1217円,128分,101.3%,3828件
15,950-999,1106円,128分,101.2%,3613件
16,1000-1049,1091円,125分,101.2%,3625件
17,1050-1099,1438円,122分,101.6%,3418件
18,1100-1149,1544円,119分,101.7%,3323件
19,1150-1199,1764円,118分,102%,3214件
20,1200-1249,1955円,115分,102.3%,3091件
21,1250-1299,2000円,112分,102.4%,3074件
22,1300-1349,1961円,110分,102.4%,3039件
23,1350-1399,2376円,106分,103%,2937件
24,1400-1449,2442円,105分,103.1%,2891件
25,1450-1499,2740円,103分,103.5%,2848件
26,1500-1549,2775円,100分,103.7%,2757件
27,1550-1599,2881円,97分,104%,2703件
28,1600-1649,3162円,94分,104.5%,2702件
29,1650-1699,3200円,91分,104.7%,2601件
30,1700-1749,3486円,89分,105.2%,2467件
31,1750-1799,3261円,86分,105%,2518件
32,1800-1849,3741円,82分,106.1%,2481件
33,1850-1899,3381円,79分,105.7%,2235件
34,1900-1949,4197円,76分,107.4%,2334件
35,1950-1999,4434円,73分,108.1%,2223件
36,2000-2049,4308円,70分,108.2%,2159件
37,2050-2099,4385円,67分,108.7%,2119件
38,2100-2149,4557円,64分,109.5%,2076件
39,2150-2199,4680円,61分,110.3%,1990件
40,2200-2249,4968円,57分,111.5%,1918件
41,2250-2299,5655円,53分,114.2%,1923件
42,2300-2349,5472円,51分,114.2%,1866件
43,2350-2399,5826円,47分,116.4%,1784件
44,2400-2449,6196円,45分,118.3%,1814件
45,2450-2499,6653円,44分,120.2%,1732件
46,2500-2549,6474円,44分,119.7%,1450件
