,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,1727円,138分,101.7%,25件
1,700-749,3106円,122分,103.4%,39件
2,750-799,1878円,149分,101.7%,52件
3,800-849,4835円,132分,104.9%,50件
4,850-899,2106円,134分,102.1%,54件
5,900-949,2783円,135分,102.7%,61件
6,950-999,2887円,130分,103%,79件
7,1000-1049,3082円,126分,103.3%,82件
8,1050-1099,2705円,127分,102.8%,101件
9,1100-1149,3978円,128分,104.2%,116件
10,1150-1199,3427円,121分,103.8%,122件
11,1200-1249,4410円,111分,105.3%,130件
12,1250-1299,4471円,115分,105.2%,135件
13,1300-1349,4542円,107分,105.7%,127件
14,1350-1399,4002円,109分,104.9%,135件
15,1400-1449,2661円,107分,103.3%,154件
16,1450-1499,3558円,104分,104.6%,138件
17,1500-1549,4347円,99分,105.8%,173件
18,1550-1599,4440円,97分,106.1%,152件
19,1600-1649,5064円,96分,107%,166件
20,1650-1699,5704円,95分,108%,161件
21,1700-1749,5241円,89分,107.8%,139件
22,1750-1799,4359円,86分,106.8%,165件
23,1800-1849,5076円,80分,108.4%,173件
24,1850-1899,4710円,79分,107.9%,155件
25,1900-1949,6133円,76分,110.7%,147件
26,1950-1999,5422円,73分,109.8%,119件
27,2000-2049,4006円,73分,107.4%,123件
28,2050-2099,6010円,69分,111.7%,123件
29,2100-2149,6235円,66分,112.6%,109件
30,2150-2199,6387円,59分,114.5%,132件
31,2200-2249,6293円,57分,114.8%,104件
32,2250-2299,6954円,51分,118.3%,103件
33,2300-2349,6358円,51分,116.6%,111件
34,2350-2399,7098円,46分,120.5%,98件
35,2400-2449,7265円,45分,121.4%,82件
36,2450-2499,7183円,45分,121.4%,95件
37,2500-2549,7744円,43分,124.1%,94件
38,2550-2599,7412円,42分,123.8%,80件
39,2600-2649,9185円,38分,132.1%,75件
40,2650-2699,9360円,37分,133.6%,66件
41,2700-2749,10364円,33分,141.7%,68件
42,2750-2799,11044円,33分,144.2%,93件
43,2800-2849,11464円,29分,151.9%,76件
44,2850-2899,12907円,26分,165.1%,61件
45,2900-2949,14126円,23分,181.2%,60件
