,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1916円,147分,101.7%,20件
1,600-649,202円,140分,100.2%,32件
2,650-699,1035円,123分,101.1%,45件
3,700-749,-21円,146分,100%,67件
4,750-799,2771円,133分,102.8%,73件
5,800-849,483円,137分,100.5%,68件
6,850-899,2205円,129分,102.3%,87件
7,900-949,921円,131分,100.9%,102件
8,950-999,854円,128分,100.9%,98件
9,1000-1049,647円,128分,100.7%,127件
10,1050-1099,1716円,129分,101.8%,134件
11,1100-1149,2105円,122分,102.3%,163件
12,1150-1199,3050円,109分,103.7%,163件
13,1200-1249,2239円,117分,102.6%,162件
14,1250-1299,2765円,108分,103.4%,164件
15,1300-1349,2454円,109分,103%,180件
16,1350-1399,1649円,109分,102%,198件
17,1400-1449,2024円,107分,102.5%,174件
18,1450-1499,2755円,102分,103.6%,204件
19,1500-1549,2425円,100分,103.2%,190件
20,1550-1599,3350円,99分,104.5%,204件
21,1600-1649,3328円,97分,104.6%,194件
22,1650-1699,3968円,92分,105.8%,176件
23,1700-1749,2789円,88分,104.2%,195件
24,1750-1799,3858円,83分,106.2%,212件
25,1800-1849,3477円,82分,105.7%,189件
26,1850-1899,5158円,80分,108.6%,192件
27,1900-1949,4882円,75分,108.6%,152件
28,1950-1999,3679円,74分,106.7%,160件
29,2000-2049,5344円,70分,110.2%,169件
30,2050-2099,5451円,68分,110.6%,148件
31,2100-2149,5818円,63分,112.3%,171件
32,2150-2199,5519円,59分,112.4%,140件
33,2200-2249,6286円,54分,115.4%,133件
34,2250-2299,5530円,53分,113.8%,138件
35,2300-2349,6289円,49分,117.3%,138件
36,2350-2399,5940円,47分,116.9%,99件
37,2400-2449,6186円,46分,118%,118件
38,2450-2499,6798円,43分,121.1%,114件
39,2500-2549,6125円,43分,119.1%,93件
40,2550-2599,8023円,39分,127.7%,94件
41,2600-2649,8594円,37分,131.3%,88件
42,2650-2699,9238円,34分,136.6%,91件
43,2700-2749,9167円,36分,133.9%,102件
44,2750-2799,10076円,31分,143.1%,96件
45,2800-2849,11362円,30分,151.2%,77件
46,2850-2899,12243円,25分,164.3%,80件
47,2900-2949,13234円,23分,175.7%,55件
