,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,11586円,97分,115.9%,35件
1,1500-1549,10709円,98分,114.6%,34件
2,1550-1599,12871円,92分,118.7%,39件
3,1600-1649,13028円,94分,118.4%,47件
4,1650-1699,10407円,94分,114.8%,41件
5,1700-1749,11188円,90分,116.7%,50件
6,1750-1799,10626円,88分,116%,50件
7,1800-1849,12121円,84分,119.3%,54件
8,1850-1899,12724円,75分,122.6%,47件
9,1900-1949,10445円,82分,117%,46件
10,1950-1999,12139円,73分,122.1%,44件
11,2000-2049,10401円,74分,118.7%,48件
12,2050-2099,11025円,67分,121.9%,44件
13,2100-2149,10147円,65分,120.9%,42件
14,2150-2199,12422円,60分,127.8%,35件
15,2200-2249,13067円,59分,129.4%,50件
16,2250-2299,10696円,51分,128%,27件
17,2300-2349,10974円,48分,130.2%,44件
18,2350-2399,12749円,41分,141.1%,40件
19,2400-2449,13954円,33分,156%,36件
20,2450-2499,9774円,42分,130.7%,24件
21,2500-2549,13577円,32分,155.9%,31件
22,2550-2599,12892円,30分,157.6%,24件
23,2600-2649,13061円,34分,151.7%,26件
24,2650-2699,13069円,33分,153.3%,22件
25,2700-2749,14154円,31分,161.1%,33件
26,2750-2799,14748円,27分,173.2%,29件
27,2800-2849,14520円,29分,165.7%,24件
28,2850-2899,15182円,25分,181.6%,23件
29,2900-2949,15467円,23分,188.5%,25件
