,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,6594円,111分,107.9%,636件
1,1400-1449,6300円,110分,107.7%,560件
2,1450-1499,6799円,106分,108.6%,550件
3,1500-1549,7313円,103分,109.5%,508件
4,1550-1599,6829円,100分,109.1%,521件
5,1600-1649,7376円,97分,110.1%,577件
6,1650-1699,6956円,93分,109.9%,504件
7,1700-1749,6971円,92分,110.1%,519件
8,1750-1799,7831円,87分,112%,492件
9,1800-1849,8232円,85分,113%,453件
10,1850-1899,7662円,84分,112.2%,417件
11,1900-1949,8414円,79分,114.2%,468件
12,1950-1999,8937円,77分,115.4%,430件
13,2000-2049,7747円,71分,114.5%,415件
14,2050-2099,7991円,68分,115.7%,379件
15,2100-2149,8230円,63分,117.4%,390件
16,2150-2199,8883円,58分,120.3%,405件
17,2200-2249,8883円,56分,121.3%,384件
18,2250-2299,8042円,52分,120.8%,402件
19,2300-2349,8157円,50分,121.9%,352件
20,2350-2399,8491円,48分,123.7%,349件
21,2400-2449,9241円,45分,127.6%,372件
22,2450-2499,8899円,44分,127.1%,314件
23,2500-2549,9465円,42分,130.2%,353件
24,2550-2599,9936円,41分,132%,324件
25,2600-2649,10327円,39分,135%,303件
26,2650-2699,10844円,38分,137.8%,270件
27,2700-2749,10821円,36分,140.4%,300件
28,2750-2799,11684円,33分,147.3%,250件
29,2800-2849,12911円,30分,156.9%,259件
30,2850-2899,13600円,26分,169%,244件
31,2900-2949,14539円,25分,179.1%,206件
