,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,7560円,99分,110.2%,83件
1,1550-1599,7740円,98分,110.5%,78件
2,1600-1649,8297円,99分,111.2%,86件
3,1650-1699,8741円,92分,112.7%,73件
4,1700-1749,7075円,88分,110.8%,90件
5,1750-1799,7957円,88分,112%,81件
6,1800-1849,8936円,81分,114.6%,84件
7,1850-1899,8591円,78分,114.6%,96件
8,1900-1949,9296円,78分,115.8%,97件
9,1950-1999,6617円,74分,112%,79件
10,2000-2049,9330円,70分,117.7%,106件
11,2050-2099,9287円,68分,118.1%,112件
12,2100-2149,7236円,63分,115.3%,87件
13,2150-2199,8721円,60分,119.3%,90件
14,2200-2249,7911円,59分,117.9%,80件
15,2250-2299,7231円,54分,117.7%,85件
16,2300-2349,9001円,52分,122.9%,65件
17,2350-2399,7843円,47分,122.3%,71件
18,2400-2449,6420円,51分,116.9%,63件
19,2450-2499,8889円,43分,127.8%,61件
20,2500-2549,10845円,36分,140.2%,43件
21,2550-2599,10047円,40分,133.6%,49件
22,2600-2649,9513円,39分,132.5%,41件
23,2650-2699,10323円,37分,137.2%,49件
24,2700-2749,11144円,36分,141.7%,61件
25,2750-2799,12531円,32分,152.4%,42件
26,2800-2849,12935円,29分,159.3%,33件
27,2850-2899,14399円,28分,169.6%,48件
28,2900-2949,15252円,25分,182.3%,44件
