,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5877円,114分,106.9%,460件
1,1350-1399,5715円,112分,106.8%,470件
2,1400-1449,6355円,107分,107.9%,424件
3,1450-1499,5303円,106分,106.7%,391件
4,1500-1549,6164円,102分,108%,411件
5,1550-1599,6191円,101分,108.2%,418件
6,1600-1649,6404円,95分,109%,366件
7,1650-1699,6257円,92分,109%,385件
8,1700-1749,6618円,93分,109.5%,365件
9,1750-1799,6475円,87分,109.9%,322件
10,1800-1849,7051円,87分,110.8%,297件
11,1850-1899,6842円,82分,111.2%,319件
12,1900-1949,7402円,78分,112.7%,267件
13,1950-1999,6289円,75分,111.1%,255件
14,2000-2049,8064円,72分,115%,247件
15,2050-2099,6720円,68分,113.2%,259件
16,2100-2149,6698円,65分,113.8%,253件
17,2150-2199,7770円,59分,117.6%,242件
18,2200-2249,7635円,58分,117.5%,230件
19,2250-2299,7024円,55分,117%,224件
20,2300-2349,7470円,49分,120.3%,193件
21,2350-2399,7230円,51分,119%,206件
22,2400-2449,7888円,47分,122.4%,174件
23,2450-2499,7871円,47分,122.2%,187件
24,2500-2549,8994円,43分,128.1%,178件
25,2550-2599,9149円,41分,129.4%,173件
26,2600-2649,9585円,41分,131.3%,203件
27,2650-2699,10161円,38分,135.3%,185件
28,2700-2749,10777円,36分,139.8%,149件
29,2750-2799,12191円,32分,150.2%,159件
30,2800-2849,12557円,31分,153.6%,153件
31,2850-2899,13720円,27分,166.7%,150件
32,2900-2949,14550円,24分,182.2%,114件
