,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,-250円,127分,99.7%,21件
1,850-899,391円,144分,100.4%,37件
2,900-949,3410円,123分,103.7%,30件
3,950-999,453円,127分,100.5%,40件
4,1000-1049,1571円,131分,101.6%,35件
5,1050-1099,2941円,126分,103.1%,56件
6,1100-1149,2005円,119分,102.2%,58件
7,1150-1199,2163円,117分,102.5%,69件
8,1200-1249,2951円,117分,103.4%,78件
9,1250-1299,2643円,115分,103.1%,87件
10,1300-1349,2327円,109分,102.9%,74件
11,1350-1399,3219円,108分,104%,86件
12,1400-1449,2914円,104分,103.7%,80件
13,1450-1499,2917円,99分,103.9%,89件
14,1500-1549,2035円,100分,102.7%,101件
15,1550-1599,3162円,96分,104.4%,99件
16,1600-1649,3840円,91分,105.6%,126件
17,1650-1699,3954円,91分,105.8%,107件
18,1700-1749,4563円,91分,106.7%,116件
19,1750-1799,4951円,88分,107.5%,103件
20,1800-1849,4232円,83分,106.8%,90件
21,1850-1899,4618円,78分,107.9%,126件
22,1900-1949,4271円,74分,107.7%,115件
23,1950-1999,3728円,74分,106.7%,103件
24,2000-2049,6369円,68分,112.5%,107件
25,2050-2099,4257円,66分,108.6%,75件
26,2100-2149,4102円,64分,108.5%,87件
27,2150-2199,4967円,63分,110.5%,68件
28,2200-2249,5098円,58分,111.7%,70件
29,2250-2299,5262円,52分,113.5%,73件
30,2300-2349,6924円,47分,119.5%,76件
31,2350-2399,6666円,44分,120.1%,61件
32,2400-2449,5590円,46分,116.3%,63件
33,2450-2499,6974円,44分,121.3%,67件
34,2500-2549,6861円,42分,121.8%,56件
35,2550-2599,7364円,41分,123.8%,68件
36,2600-2649,7342円,42分,123.3%,62件
37,2650-2699,8511円,36分,131.3%,53件
38,2700-2749,9727円,34分,138.1%,47件
39,2750-2799,9766円,31分,142.6%,44件
40,2800-2849,11349円,27分,155.6%,46件
41,2850-2899,12134円,27分,160.1%,59件
42,2900-2949,12898円,23分,175.7%,52件
