,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,7368円,122分,108%,444件
1,1150-1199,7950円,120分,108.9%,454件
2,1200-1249,7446円,116分,108.5%,808件
3,1250-1299,7417円,113分,108.8%,439件
4,1300-1349,7988円,109分,109.7%,473件
5,1350-1399,8229円,108分,110.2%,445件
6,1400-1449,8176円,105分,110.4%,382件
7,1450-1499,7316円,104分,109.4%,376件
8,1500-1549,8200円,100分,110.9%,363件
9,1550-1599,8586円,98分,111.6%,338件
10,1600-1649,8578円,94分,112.1%,289件
11,1650-1699,9138円,91分,113.4%,296件
12,1700-1749,8537円,90分,112.7%,297件
13,1750-1799,9330円,86分,114.4%,335件
14,1800-1849,9106円,81分,114.9%,306件
15,1850-1899,8475円,82分,113.8%,300件
16,1900-1949,9821円,77分,117%,272件
17,1950-1999,9870円,76分,117.4%,256件
18,2000-2049,9177円,72分,116.9%,231件
19,2050-2099,10414円,69分,120.1%,264件
20,2100-2149,10682円,66分,121.4%,232件
21,2150-2199,9992円,60分,122.4%,240件
22,2200-2249,10087円,56分,124.2%,215件
23,2250-2299,10113円,50分,126.8%,228件
24,2300-2349,11135円,44分,133.6%,221件
25,2350-2399,10592円,42分,134%,203件
26,2400-2449,10401円,40分,134.7%,235件
27,2450-2499,10974円,39分,137.9%,215件
28,2500-2549,10524円,40分,135.4%,198件
29,2550-2599,11786円,36分,143.9%,216件
30,2600-2649,11431円,36分,142.9%,179件
31,2650-2699,12264円,33分,149.1%,204件
32,2700-2749,12392円,33分,150.1%,175件
33,2750-2799,12679円,31分,154.5%,171件
34,2800-2849,13875円,29分,164.1%,171件
35,2850-2899,14052円,26分,173.3%,180件
36,2900-2949,14304円,22分,184.9%,133件
