,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-261円,143分,99.8%,98件
1,550-599,-964円,146分,99.1%,126件
2,600-649,-450円,145分,99.6%,155件
3,650-699,-292円,136分,99.7%,183件
4,700-749,-1925円,139分,98.2%,226件
5,750-799,373円,136分,100.4%,245件
6,800-849,268円,134分,100.3%,273件
7,850-899,517円,130分,100.5%,322件
8,900-949,-39円,131分,100%,338件
9,950-999,960円,126分,101%,336件
10,1000-1049,1218円,124分,101.3%,364件
11,1050-1099,208円,125分,100.2%,393件
12,1100-1149,466円,122分,100.5%,437件
13,1150-1199,1546円,116分,101.8%,412件
14,1200-1249,1923円,118分,102.2%,425件
15,1250-1299,1527円,112分,101.8%,411件
16,1300-1349,2454円,106分,103.1%,405件
17,1350-1399,1967円,107分,102.5%,388件
18,1400-1449,2203円,106分,102.8%,401件
19,1450-1499,2456円,103分,103.2%,350件
20,1500-1549,1635円,100分,102.2%,330件
21,1550-1599,2641円,96分,103.7%,339件
22,1600-1649,2913円,94分,104.1%,339件
23,1650-1699,3227円,89分,104.8%,305件
24,1700-1749,2767円,87分,104.3%,312件
25,1750-1799,3526円,87分,105.4%,307件
26,1800-1849,3719円,81分,106.1%,273件
27,1850-1899,4097円,82分,106.7%,243件
28,1900-1949,4270円,76分,107.5%,269件
29,1950-1999,5208円,72分,109.7%,234件
30,2000-2049,3721円,70分,107.1%,212件
31,2050-2099,5125円,66分,110.4%,192件
32,2100-2149,4541円,61分,109.9%,219件
33,2150-2199,4741円,58分,110.9%,212件
34,2200-2249,5701円,53分,114.4%,199件
35,2250-2299,5779円,53分,114.7%,194件
36,2300-2349,5412円,50分,114.6%,184件
37,2350-2399,6552円,44分,119.8%,172件
38,2400-2449,5975円,46分,117.2%,168件
39,2450-2499,6831円,43分,121.3%,147件
40,2500-2549,7093円,43分,122.1%,162件
41,2550-2599,7622円,40分,125.4%,145件
42,2600-2649,8124円,37分,128.9%,144件
43,2650-2699,8789円,36分,132.5%,171件
44,2700-2749,8979円,34分,134.8%,145件
45,2750-2799,10182円,31分,143.6%,132件
46,2800-2849,11589円,28分,155.3%,136件
47,2850-2899,11964円,27分,159.8%,124件
48,2900-2949,12658円,22分,175.3%,108件
