,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-754円,144分,99.3%,116件
1,500-549,-1296円,148分,98.8%,149件
2,550-599,-502円,147分,99.5%,193件
3,600-649,-334円,140分,99.7%,232件
4,650-699,-1873円,142分,98.2%,277件
5,700-749,673円,137分,100.7%,305件
6,750-799,28円,136分,100%,329件
7,800-849,135円,134分,100.1%,374件
8,850-899,0円,134分,100%,410件
9,900-949,783円,129分,100.8%,403件
10,950-999,946円,127分,101%,439件
11,1000-1049,174円,127分,100.2%,464件
12,1050-1099,280円,124分,100.3%,508件
13,1100-1149,1392円,118分,101.6%,503件
14,1150-1199,1391円,122分,101.5%,501件
15,1200-1249,1491円,115分,101.7%,509件
16,1250-1299,2161円,110分,102.6%,490件
17,1300-1349,2018円,110分,102.4%,460件
18,1350-1399,1928円,109分,102.4%,470件
19,1400-1449,2645円,104分,103.4%,424件
20,1450-1499,1788円,103分,102.3%,391件
21,1500-1549,2660円,99分,103.6%,411件
22,1550-1599,2735円,98分,103.7%,418件
23,1600-1649,3112円,92分,104.5%,366件
24,1650-1699,3065円,90分,104.6%,385件
25,1700-1749,3404円,90分,105.1%,365件
26,1750-1799,3465円,84分,105.5%,322件
27,1800-1849,3968円,84分,106.3%,297件
28,1850-1899,3985円,79分,106.7%,319件
29,1900-1949,4610円,75分,108.2%,267件
30,1950-1999,3688円,73分,106.7%,255件
31,2000-2049,5410円,69分,110.4%,247件
32,2050-2099,4322円,66分,108.7%,259件
33,2100-2149,4423円,63分,109.4%,253件
34,2150-2199,5576円,57分,113.1%,242件
35,2200-2249,5532円,56分,113.1%,230件
36,2250-2299,5058円,53分,112.6%,224件
37,2300-2349,5676円,47分,116%,193件
38,2350-2399,5421円,49分,114.7%,206件
39,2400-2449,6121円,45分,118%,174件
40,2450-2499,6104円,46分,117.8%,187件
41,2500-2549,7252円,41分,123.5%,178件
42,2550-2599,7407円,40分,124.8%,173件
43,2600-2649,7843円,39分,126.6%,203件
44,2650-2699,8419円,37分,130.5%,185件
45,2700-2749,9036円,35分,134.8%,149件
46,2750-2799,10449円,31分,145.2%,159件
47,2800-2849,10815円,30分,148.6%,153件
48,2850-2899,11978円,26分,161.8%,150件
49,2900-2949,12808円,22分,177.4%,114件
