,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,-287円,148分,99.7%,15564件
1,450-499,4円,148分,100%,4805件
2,500-549,525円,145分,100.5%,2549件
3,550-599,700円,143分,100.7%,1735件
4,600-649,576円,142分,100.5%,1456件
5,650-699,348円,140分,100.3%,1208件
6,700-749,1016円,138分,101%,1157件
7,750-799,1246円,133分,101.2%,1125件
8,800-849,1057円,133分,101.1%,1143件
9,850-899,1407円,130分,101.4%,1021件
10,900-949,1050円,128分,101.1%,1009件
11,950-999,1564円,126分,101.7%,1077件
12,1000-1049,1891円,127分,102%,1071件
13,1050-1099,1864円,122分,102%,963件
14,1100-1149,2040円,118分,102.3%,1149件
15,1150-1199,2358円,116分,102.7%,1095件
16,1200-1249,2399円,115分,102.8%,1041件
17,1250-1299,3303円,112分,103.9%,1057件
18,1300-1349,3537円,110分,104.3%,997件
19,1350-1399,3029円,108分,103.7%,1014件
20,1400-1449,3101円,105分,104%,924件
21,1450-1499,3335円,100分,104.4%,889件
22,1500-1549,3998円,100分,105.4%,858件
23,1550-1599,3200円,96分,104.4%,860件
24,1600-1649,4083円,94分,105.8%,833件
25,1650-1699,3923円,91分,105.8%,836件
26,1700-1749,4213円,87分,106.4%,778件
27,1750-1799,4851円,85分,107.6%,736件
28,1800-1849,5135円,84分,108.2%,772件
29,1850-1899,5028円,80分,108.4%,707件
30,1900-1949,5044円,77分,108.8%,714件
31,1950-1999,5342円,75分,109.5%,711件
32,2000-2049,5704円,71分,110.6%,724件
33,2050-2099,6146円,68分,112.1%,649件
34,2100-2149,6000円,62分,112.8%,664件
35,2150-2199,5854円,58分,113.5%,633件
36,2200-2249,6229円,52分,115.9%,609件
37,2250-2299,6658円,50分,117.9%,595件
38,2300-2349,6645円,47分,118.9%,573件
39,2350-2399,6830円,44分,120.7%,573件
40,2400-2449,6997円,43分,121.7%,578件
41,2450-2499,7673円,40分,125.3%,545件
42,2500-2549,7703円,40分,125.9%,521件
43,2550-2599,7892円,39分,126.8%,513件
44,2600-2649,8380円,38分,129.3%,464件
45,2650-2699,9251円,35分,135.1%,499件
46,2700-2749,9528円,33分,138.1%,462件
47,2750-2799,10079円,30分,144.4%,474件
48,2800-2849,10957円,28分,151.3%,432件
49,2850-2899,10648円,29分,149%,381件
