,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,2065円,149分,101.8%,3014件
1,500-549,2125円,147分,101.9%,2063件
2,550-599,2191円,146分,102%,1729件
3,600-649,1973円,144分,101.8%,1427件
4,650-699,2298円,143分,102.1%,1407件
5,700-749,2479円,139分,102.4%,1327件
6,750-799,2490円,138分,102.4%,1374件
7,800-849,2809円,134分,102.8%,1227件
8,850-899,2491円,132分,102.5%,1245件
9,900-949,2925円,130分,103%,1288件
10,950-999,3139円,131分,103.2%,1274件
11,1000-1049,3043円,127分,103.2%,1144件
12,1050-1099,3458円,121分,103.8%,1355件
13,1100-1149,3571円,119分,104%,1351件
14,1150-1199,3842円,118分,104.3%,1294件
15,1200-1249,4402円,116分,105%,1247件
16,1250-1299,4722円,115分,105.5%,1223件
17,1300-1349,4118円,112分,104.9%,1209件
18,1350-1399,4221円,109分,105.2%,1112件
19,1400-1449,4423円,105分,105.6%,1061件
20,1450-1499,4873円,104分,106.3%,998件
21,1500-1549,4272円,101分,105.6%,1018件
22,1550-1599,5025円,98分,106.8%,1023件
23,1600-1649,4808円,95分,106.7%,1003件
24,1650-1699,5140円,92分,107.5%,943件
25,1700-1749,5247円,90分,107.8%,864件
26,1750-1799,5559円,88分,108.4%,913件
27,1800-1849,5907円,84分,109.4%,863件
28,1850-1899,5628円,81分,109.3%,847件
29,1900-1949,6147円,79分,110.4%,867件
30,1950-1999,6145円,76分,110.8%,846件
31,2000-2049,6730円,72分,112.4%,772件
32,2050-2099,6637円,67分,113.2%,802件
33,2100-2149,6377円,63分,113.5%,787件
34,2150-2199,6321円,58分,114.6%,723件
35,2200-2249,6961円,55分,116.9%,719件
36,2250-2299,7070円,52分,118.2%,712件
37,2300-2349,6922円,48分,119.1%,678件
38,2350-2399,7073円,46分,120.4%,694件
39,2400-2449,7687円,44分,123.5%,652件
40,2450-2499,7824円,42分,124.7%,636件
41,2500-2549,7960円,42分,125.3%,613件
42,2550-2599,8607円,41分,128.2%,567件
43,2600-2649,9327円,38分,133%,609件
44,2650-2699,9463円,37分,134.5%,555件
45,2700-2749,9925円,34分,139.2%,575件
46,2750-2799,10767円,32分,144.8%,522件
47,2800-2849,10452円,33分,142.8%,461件
